trial,variant,cluster,len,capacity,per_shard,shards,elapsed_ns,hits,misses,evictions
2,senba_n16,cluster018,1000000,1024,64,16,54016641,508066,491934,490910
2,orig,cluster018,1000000,4096,4096,1,70563486,625267,374733,370637
2,senba_n128,cluster018,1000000,4096,32,128,50344682,627104,372896,368800
2,senba_n64,cluster018,1000000,4096,64,64,52008289,627585,372415,368319
2,orig,cluster018,1000000,16384,16384,1,71737249,737810,262190,245806
2,senba_n512,cluster018,1000000,16384,32,512,54388408,736081,263919,247535
2,senba_n256,cluster018,1000000,16384,64,256,60250676,737034,262966,246582
2,orig,cluster018,1000000,65536,65536,1,84625914,820608,179392,113856
2,senba_n2048,cluster018,1000000,65536,32,2048,65730210,820648,179352,113816
2,senba_n1024,cluster018,1000000,65536,64,1024,68442950,820716,179284,113748
2,orig,cluster019,1000000,1024,1024,1,94854221,240886,759114,758090
2,senba_n32,cluster019,1000000,1024,32,32,57153977,304042,695958,694934
2,senba_n16,cluster019,1000000,1024,64,16,58615440,300384,699616,698592
2,orig,cluster019,1000000,4096,4096,1,100261668,296407,703593,699497
2,senba_n128,cluster019,1000000,4096,32,128,61899128,316445,683555,679459
2,senba_n64,cluster019,1000000,4096,64,64,63145137,316016,683984,679888
2,orig,cluster019,1000000,16384,16384,1,127442676,315254,684746,668362
2,senba_n512,cluster019,1000000,16384,32,512,72289603,321669,678331,661947
2,senba_n256,cluster019,1000000,16384,64,256,70641373,321654,678346,661962
2,orig,cluster019,1000000,65536,65536,1,190832322,327455,672545,607009
2,senba_n2048,cluster019,1000000,65536,32,2048,93979951,328802,671198,605662
2,senba_n1024,cluster019,1000000,65536,64,1024,93032135,328667,671333,605797
2,orig,cluster034,1000000,1024,1024,1,88385925,304611,695389,694365
2,senba_n32,cluster034,1000000,1024,32,32,57476553,304654,695346,694322
2,senba_n16,cluster034,1000000,1024,64,16,59243056,305692,694308,693284
2,orig,cluster034,1000000,4096,4096,1,92498912,355199,644801,640705
2,senba_n128,cluster034,1000000,4096,32,128,62077126,354941,645059,640963
2,senba_n64,cluster034,1000000,4096,64,64,63864310,355391,644609,640513
2,orig,cluster034,1000000,16384,16384,1,115441760,390165,609835,593451
2,senba_n512,cluster034,1000000,16384,32,512,69341956,390392,609608,593224
2,senba_n256,cluster034,1000000,16384,64,256,71570766,390427,609573,593189
2,orig,cluster034,1000000,65536,65536,1,139999631,411169,588831,523295
2,senba_n2048,cluster034,1000000,65536,32,2048,93626059,411528,588472,522936
2,senba_n1024,cluster034,1000000,65536,64,1024,89860462,411333,588667,523131
3,orig,cluster006,1000000,1024,1024,1,110188861,132154,867846,866822
3,senba_n32,cluster006,1000000,1024,32,32,62072202,131146,868854,867830
3,senba_n16,cluster006,1000000,1024,64,16,66733643,131317,868683,867659
3,orig,cluster006,1000000,4096,4096,1,101977267,348606,651394,647298
3,senba_n128,cluster006,1000000,4096,32,128,67399368,352134,647866,643770
3,senba_n64,cluster006,1000000,4096,64,64,70270177,353086,646914,642818
3,orig,cluster006,1000000,16384,16384,1,100998595,640281,359719,343335
3,senba_n512,cluster006,1000000,16384,32,512,72674606,637576,362424,346040
3,senba_n256,cluster006,1000000,16384,64,256,72729895,641351,358649,342265
3,orig,cluster006,1000000,65536,65536,1,122707714,829343,170657,105121
3,senba_n2048,cluster006,1000000,65536,32,2048,85735101,827429,172571,107035
3,senba_n1024,cluster006,1000000,65536,64,1024,80051576,828848,171152,105616
3,orig,cluster016,1000000,1024,1024,1,84176423,362663,637337,636313
3,senba_n32,cluster016,1000000,1024,32,32,56419915,370708,629292,628268
3,senba_n16,cluster016,1000000,1024,64,16,58010890,369163,630837,629813
3,orig,cluster016,1000000,4096,4096,1,79418922,493693,506307,502211
3,senba_n128,cluster016,1000000,4096,32,128,53845186,497287,502713,498617
3,senba_n64,cluster016,1000000,4096,64,64,60707158,497051,502949,498853
3,orig,cluster016,1000000,16384,16384,1,87046717,675207,324793,308409
3,senba_n512,cluster016,1000000,16384,32,512,60220421,675466,324534,308150
3,senba_n256,cluster016,1000000,16384,64,256,63458367,676218,323782,307398
3,orig,cluster016,1000000,65536,65536,1,93303149,776617,223383,157847
3,senba_n2048,cluster016,1000000,65536,32,2048,71867520,775833,224167,158631
3,senba_n1024,cluster016,1000000,65536,64,1024,69569590,776390,223610,158074
3,orig,cluster018,1000000,1024,1024,1,74940526,501676,498324,497300
3,senba_n32,cluster018,1000000,1024,32,32,55056754,510655,489345,488321
3,senba_n16,cluster018,1000000,1024,64,16,55934798,508066,491934,490910
3,orig,cluster018,1000000,4096,4096,1,67114361,625267,374733,370637
3,senba_n128,cluster018,1000000,4096,32,128,50896814,627104,372896,368800
3,senba_n64,cluster018,1000000,4096,64,64,53260544,627585,372415,368319
3,orig,cluster018,1000000,16384,16384,1,73651473,737810,262190,245806
3,senba_n512,cluster018,1000000,16384,32,512,54764836,736081,263919,247535
3,senba_n256,cluster018,1000000,16384,64,256,58960686,737034,262966,246582
3,orig,cluster018,1000000,65536,65536,1,78475016,820608,179392,113856
3,senba_n2048,cluster018,1000000,65536,32,2048,68203528,820648,179352,113816
3,senba_n1024,cluster018,1000000,65536,64,1024,65489811,820716,179284,113748
3,orig,cluster019,1000000,1024,1024,1,95463553,240886,759114,758090
3,senba_n32,cluster019,1000000,1024,32,32,58517457,304042,695958,694934
3,senba_n16,cluster019,1000000,1024,64,16,62950183,300384,699616,698592
3,orig,cluster019,1000000,4096,4096,1,98069890,296407,703593,699497
3,senba_n128,cluster019,1000000,4096,32,128,60519688,316445,683555,679459
3,senba_n64,cluster019,1000000,4096,64,64,62183903,316016,683984,679888
3,orig,cluster019,1000000,16384,16384,1,127559737,315254,684746,668362
3,senba_n512,cluster019,1000000,16384,32,512,72292421,321669,678331,661947
3,senba_n256,cluster019,1000000,16384,64,256,75476096,321654,678346,661962
3,orig,cluster019,1000000,65536,65536,1,178706056,327455,672545,607009
3,senba_n2048,cluster019,1000000,65536,32,2048,93826130,328802,671198,605662
3,senba_n1024,cluster019,1000000,65536,64,1024,94719292,328667,671333,605797
3,orig,cluster034,1000000,1024,1024,1,88269989,304611,695389,694365
3,senba_n32,cluster034,1000000,1024,32,32,57477848,304654,695346,694322
3,senba_n16,cluster034,1000000,1024,64,16,61022759,305692,694308,693284
3,orig,cluster034,1000000,4096,4096,1,96167213,355199,644801,640705
3,senba_n128,cluster034,1000000,4096,32,128,61962323,354941,645059,640963
3,senba_n64,cluster034,1000000,4096,64,64,62269466,355391,644609,640513
3,orig,cluster034,1000000,16384,16384,1,112425530,390165,609835,593451
3,senba_n512,cluster034,1000000,16384,32,512,70481876,390392,609608,593224
3,senba_n256,cluster034,1000000,16384,64,256,72634922,390427,609573,593189
3,orig,cluster034,1000000,65536,65536,1,139584325,411169,588831,523295
3,senba_n2048,cluster034,1000000,65536,32,2048,88818613,411528,588472,522936
3,senba_n1024,cluster034,1000000,65536,64,1024,89458228,411333,588667,523131
