trial,variant,cluster,len,capacity,per_shard,shards,elapsed_ns,hits,misses,evictions
1,orig,cluster018,1000000,1024,1024,1,37831845,501676,498324,497300
1,j5_n32,cluster018,1000000,1024,32,32,31673544,510136,489864,488840
1,j6_n32,cluster018,1000000,1024,32,32,35528752,510136,489864,488840
1,j5_n16,cluster018,1000000,1024,64,16,36880680,508369,491631,490607
1,j6_n16,cluster018,1000000,1024,64,16,40591034,508369,491631,490607
1,j5_n8,cluster018,1000000,1024,128,8,41646363,506574,493426,492402
1,j6_n8,cluster018,1000000,1024,128,8,54129575,506574,493426,492402
1,orig,cluster018,1000000,4096,4096,1,30632379,625267,374733,370637
1,j5_n128,cluster018,1000000,4096,32,128,31534250,627333,372667,368571
1,j6_n128,cluster018,1000000,4096,32,128,34445530,627333,372667,368571
1,j5_n64,cluster018,1000000,4096,64,64,34653556,627648,372352,368256
1,j6_n64,cluster018,1000000,4096,64,64,38621500,627648,372352,368256
1,j5_n32,cluster018,1000000,4096,128,32,40155150,627574,372426,368330
1,j6_n32,cluster018,1000000,4096,128,32,50607674,627574,372426,368330
1,orig,cluster018,1000000,16384,16384,1,27266414,737810,262190,245806
1,j5_n512,cluster018,1000000,16384,32,512,28464228,736524,263476,247092
1,j6_n512,cluster018,1000000,16384,32,512,32006157,736524,263476,247092
1,j5_n256,cluster018,1000000,16384,64,256,30598503,737376,262624,246240
1,j6_n256,cluster018,1000000,16384,64,256,35744427,737376,262624,246240
1,j5_n128,cluster018,1000000,16384,128,128,39262270,738025,261975,245591
1,j6_n128,cluster018,1000000,16384,128,128,45875365,738025,261975,245591
2,orig,cluster018,1000000,1024,1024,1,37415076,501676,498324,497300
2,j5_n32,cluster018,1000000,1024,32,32,31567597,510136,489864,488840
2,j6_n32,cluster018,1000000,1024,32,32,34114449,510136,489864,488840
2,j5_n16,cluster018,1000000,1024,64,16,36837481,508369,491631,490607
2,j6_n16,cluster018,1000000,1024,64,16,41730283,508369,491631,490607
2,j5_n8,cluster018,1000000,1024,128,8,43097795,506574,493426,492402
2,j6_n8,cluster018,1000000,1024,128,8,51981346,506574,493426,492402
2,orig,cluster018,1000000,4096,4096,1,31479132,625267,374733,370637
2,j5_n128,cluster018,1000000,4096,32,128,31056012,627333,372667,368571
2,j6_n128,cluster018,1000000,4096,32,128,34782312,627333,372667,368571
2,j5_n64,cluster018,1000000,4096,64,64,34562676,627648,372352,368256
2,j6_n64,cluster018,1000000,4096,64,64,36950171,627648,372352,368256
2,j5_n32,cluster018,1000000,4096,128,32,41690038,627574,372426,368330
2,j6_n32,cluster018,1000000,4096,128,32,51339755,627574,372426,368330
2,orig,cluster018,1000000,16384,16384,1,29385867,737810,262190,245806
2,j5_n512,cluster018,1000000,16384,32,512,28829824,736524,263476,247092
2,j6_n512,cluster018,1000000,16384,32,512,29890117,736524,263476,247092
2,j5_n256,cluster018,1000000,16384,64,256,31920710,737376,262624,246240
2,j6_n256,cluster018,1000000,16384,64,256,33514585,737376,262624,246240
2,j5_n128,cluster018,1000000,16384,128,128,39215378,738025,261975,245591
2,j6_n128,cluster018,1000000,16384,128,128,44669576,738025,261975,245591
3,orig,cluster018,1000000,1024,1024,1,37401752,501676,498324,497300
3,j5_n32,cluster018,1000000,1024,32,32,32686649,510136,489864,488840
3,j6_n32,cluster018,1000000,1024,32,32,34218101,510136,489864,488840
3,j5_n16,cluster018,1000000,1024,64,16,35684393,508369,491631,490607
3,j6_n16,cluster018,1000000,1024,64,16,41492879,508369,491631,490607
3,j5_n8,cluster018,1000000,1024,128,8,40446426,506574,493426,492402
3,j6_n8,cluster018,1000000,1024,128,8,54607322,506574,493426,492402
3,orig,cluster018,1000000,4096,4096,1,30136837,625267,374733,370637
3,j5_n128,cluster018,1000000,4096,32,128,31909676,627333,372667,368571
3,j6_n128,cluster018,1000000,4096,32,128,35254552,627333,372667,368571
3,j5_n64,cluster018,1000000,4096,64,64,34401899,627648,372352,368256
3,j6_n64,cluster018,1000000,4096,64,64,39213660,627648,372352,368256
3,j5_n32,cluster018,1000000,4096,128,32,40992759,627574,372426,368330
3,j6_n32,cluster018,1000000,4096,128,32,50550438,627574,372426,368330
3,orig,cluster018,1000000,16384,16384,1,27608136,737810,262190,245806
3,j5_n512,cluster018,1000000,16384,32,512,29138365,736524,263476,247092
3,j6_n512,cluster018,1000000,16384,32,512,31147853,736524,263476,247092
3,j5_n256,cluster018,1000000,16384,64,256,31913155,737376,262624,246240
3,j6_n256,cluster018,1000000,16384,64,256,35307612,737376,262624,246240
3,j5_n128,cluster018,1000000,16384,128,128,39403119,738025,261975,245591
3,j6_n128,cluster018,1000000,16384,128,128,43704820,738025,261975,245591
4,orig,cluster018,1000000,1024,1024,1,35841731,501676,498324,497300
4,j5_n32,cluster018,1000000,1024,32,32,32163157,510136,489864,488840
4,j6_n32,cluster018,1000000,1024,32,32,36030835,510136,489864,488840
4,j5_n16,cluster018,1000000,1024,64,16,35876362,508369,491631,490607
4,j6_n16,cluster018,1000000,1024,64,16,41409057,508369,491631,490607
4,j5_n8,cluster018,1000000,1024,128,8,42938096,506574,493426,492402
4,j6_n8,cluster018,1000000,1024,128,8,54093504,506574,493426,492402
4,orig,cluster018,1000000,4096,4096,1,28724133,625267,374733,370637
4,j5_n128,cluster018,1000000,4096,32,128,31246534,627333,372667,368571
4,j6_n128,cluster018,1000000,4096,32,128,33159701,627333,372667,368571
4,j5_n64,cluster018,1000000,4096,64,64,33367730,627648,372352,368256
4,j6_n64,cluster018,1000000,4096,64,64,38877536,627648,372352,368256
4,j5_n32,cluster018,1000000,4096,128,32,38569521,627574,372426,368330
4,j6_n32,cluster018,1000000,4096,128,32,49732484,627574,372426,368330
4,orig,cluster018,1000000,16384,16384,1,29233413,737810,262190,245806
4,j5_n512,cluster018,1000000,16384,32,512,28687280,736524,263476,247092
4,j6_n512,cluster018,1000000,16384,32,512,30837779,736524,263476,247092
4,j5_n256,cluster018,1000000,16384,64,256,32305591,737376,262624,246240
4,j6_n256,cluster018,1000000,16384,64,256,35358588,737376,262624,246240
4,j5_n128,cluster018,1000000,16384,128,128,37583400,738025,261975,245591
4,j6_n128,cluster018,1000000,16384,128,128,45163611,738025,261975,245591
5,orig,cluster018,1000000,1024,1024,1,37895051,501676,498324,497300
5,j5_n32,cluster018,1000000,1024,32,32,30840595,510136,489864,488840
5,j6_n32,cluster018,1000000,1024,32,32,34396689,510136,489864,488840
5,j5_n16,cluster018,1000000,1024,64,16,35827833,508369,491631,490607
5,j6_n16,cluster018,1000000,1024,64,16,41088319,508369,491631,490607
5,j5_n8,cluster018,1000000,1024,128,8,42809865,506574,493426,492402
5,j6_n8,cluster018,1000000,1024,128,8,54045019,506574,493426,492402
5,orig,cluster018,1000000,4096,4096,1,29208777,625267,374733,370637
5,j5_n128,cluster018,1000000,4096,32,128,32103370,627333,372667,368571
5,j6_n128,cluster018,1000000,4096,32,128,34662540,627333,372667,368571
5,j5_n64,cluster018,1000000,4096,64,64,33791463,627648,372352,368256
5,j6_n64,cluster018,1000000,4096,64,64,38898967,627648,372352,368256
5,j5_n32,cluster018,1000000,4096,128,32,41087020,627574,372426,368330
5,j6_n32,cluster018,1000000,4096,128,32,51593102,627574,372426,368330
5,orig,cluster018,1000000,16384,16384,1,27271283,737810,262190,245806
5,j5_n512,cluster018,1000000,16384,32,512,27983594,736524,263476,247092
5,j6_n512,cluster018,1000000,16384,32,512,31665307,736524,263476,247092
5,j5_n256,cluster018,1000000,16384,64,256,32743932,737376,262624,246240
5,j6_n256,cluster018,1000000,16384,64,256,37009323,737376,262624,246240
5,j5_n128,cluster018,1000000,16384,128,128,40167179,738025,261975,245591
5,j6_n128,cluster018,1000000,16384,128,128,45471864,738025,261975,245591
