trial,variant,cluster,len,capacity,per_shard,shards,elapsed_ns,hits,misses,evictions
3,j8_n256,cluster019,1000000,4096,16,256,32134429,316719,683281,679185
3,j8_n128,cluster019,1000000,4096,32,128,35406091,316413,683587,679491
3,j8_n64,cluster019,1000000,4096,64,64,41368084,316021,683979,679883
3,orig,cluster019,1000000,16384,16384,1,49103621,315254,684746,668362
3,j8_n1024,cluster019,1000000,16384,16,1024,33750866,321851,678149,661765
3,j8_n512,cluster019,1000000,16384,32,512,35371019,321732,678268,661884
3,j8_n256,cluster019,1000000,16384,64,256,39870509,321684,678316,661932
3,orig,cluster019,1000000,65536,65536,1,57487328,327455,672545,607009
3,j8_n2048,cluster019,1000000,65536,32,2048,36511911,328763,671237,605701
3,j8_n1024,cluster019,1000000,65536,64,1024,41942096,328769,671231,605695
4,orig,cluster006,1000000,1024,1024,1,51611855,132154,867846,866822
4,j8_n64,cluster006,1000000,1024,16,64,30635516,130323,869677,868653
4,j8_n32,cluster006,1000000,1024,32,32,31774734,131317,868683,867659
4,j8_n16,cluster006,1000000,1024,64,16,34490837,131811,868189,867165
4,orig,cluster006,1000000,4096,4096,1,42865623,348606,651394,647298
4,j8_n256,cluster006,1000000,4096,16,256,30348134,347915,652085,647989
4,j8_n128,cluster006,1000000,4096,32,128,33356899,351809,648191,644095
4,j8_n64,cluster006,1000000,4096,64,64,35022992,352933,647067,642971
4,orig,cluster006,1000000,16384,16384,1,37362703,640281,359719,343335
4,j8_n1024,cluster006,1000000,16384,16,1024,28169147,630282,369718,353334
4,j8_n512,cluster006,1000000,16384,32,512,31934019,638399,361601,345217
4,j8_n256,cluster006,1000000,16384,64,256,32773883,641770,358230,341846
4,orig,cluster006,1000000,65536,65536,1,27663280,829343,170657,105121
4,j8_n2048,cluster006,1000000,65536,32,2048,25803904,827400,172600,107064
4,j8_n1024,cluster006,1000000,65536,64,1024,28108540,828812,171188,105652
4,orig,cluster018,1000000,1024,1024,1,39237493,501676,498324,497300
4,j8_n64,cluster018,1000000,1024,16,64,29659978,511234,488766,487742
4,j8_n32,cluster018,1000000,1024,32,32,30692929,510136,489864,488840
4,j8_n16,cluster018,1000000,1024,64,16,34389851,508369,491631,490607
4,orig,cluster018,1000000,4096,4096,1,30172118,625267,374733,370637
4,j8_n256,cluster018,1000000,4096,16,256,29453041,625673,374327,370231
4,j8_n128,cluster018,1000000,4096,32,128,31160040,627333,372667,368571
4,j8_n64,cluster018,1000000,4096,64,64,35081714,627648,372352,368256
4,orig,cluster018,1000000,16384,16384,1,29847939,737810,262190,245806
4,j8_n1024,cluster018,1000000,16384,16,1024,26987830,733969,266031,249647
4,j8_n512,cluster018,1000000,16384,32,512,32077601,736524,263476,247092
4,j8_n256,cluster018,1000000,16384,64,256,33051407,737376,262624,246240
4,orig,cluster018,1000000,65536,65536,1,24138120,820608,179392,113856
4,j8_n2048,cluster018,1000000,65536,32,2048,27341495,820448,179552,114016
4,j8_n1024,cluster018,1000000,65536,64,1024,31188493,820672,179328,113792
4,orig,cluster019,1000000,1024,1024,1,49273360,240886,759114,758090
4,j8_n64,cluster019,1000000,1024,16,64,31611439,305930,694070,693046
4,j8_n32,cluster019,1000000,1024,32,32,33687910,304116,695884,694860
4,j8_n16,cluster019,1000000,1024,64,16,38810346,300278,699722,698698
4,orig,cluster019,1000000,4096,4096,1,44432615,296407,703593,699497
4,j8_n256,cluster019,1000000,4096,16,256,32621244,316719,683281,679185
4,j8_n128,cluster019,1000000,4096,32,128,33984312,316413,683587,679491
4,j8_n64,cluster019,1000000,4096,64,64,42611018,316021,683979,679883
4,orig,cluster019,1000000,16384,16384,1,51241564,315254,684746,668362
4,j8_n1024,cluster019,1000000,16384,16,1024,33529159,321851,678149,661765
4,j8_n512,cluster019,1000000,16384,32,512,35570990,321732,678268,661884
4,j8_n256,cluster019,1000000,16384,64,256,40112557,321684,678316,661932
4,orig,cluster019,1000000,65536,65536,1,56956764,327455,672545,607009
4,j8_n2048,cluster019,1000000,65536,32,2048,40824694,328763,671237,605701
4,j8_n1024,cluster019,1000000,65536,64,1024,41950829,328769,671231,605695
5,orig,cluster006,1000000,1024,1024,1,46679203,132154,867846,866822
5,j8_n64,cluster006,1000000,1024,16,64,29109520,130323,869677,868653
5,j8_n32,cluster006,1000000,1024,32,32,29599915,131317,868683,867659
5,j8_n16,cluster006,1000000,1024,64,16,35736740,131811,868189,867165
5,orig,cluster006,1000000,4096,4096,1,42495609,348606,651394,647298
5,j8_n256,cluster006,1000000,4096,16,256,31925591,347915,652085,647989
5,j8_n128,cluster006,1000000,4096,32,128,32956543,351809,648191,644095
5,j8_n64,cluster006,1000000,4096,64,64,34982150,352933,647067,642971
5,orig,cluster006,1000000,16384,16384,1,37044612,640281,359719,343335
5,j8_n1024,cluster006,1000000,16384,16,1024,29915191,630282,369718,353334
5,j8_n512,cluster006,1000000,16384,32,512,31774985,638399,361601,345217
5,j8_n256,cluster006,1000000,16384,64,256,33869229,641770,358230,341846
5,orig,cluster006,1000000,65536,65536,1,25838890,829343,170657,105121
5,j8_n2048,cluster006,1000000,65536,32,2048,25303516,827400,172600,107064
5,j8_n1024,cluster006,1000000,65536,64,1024,29844536,828812,171188,105652
5,orig,cluster018,1000000,1024,1024,1,36255315,501676,498324,497300
5,j8_n64,cluster018,1000000,1024,16,64,31506667,511234,488766,487742
5,j8_n32,cluster018,1000000,1024,32,32,30070382,510136,489864,488840
5,j8_n16,cluster018,1000000,1024,64,16,33383233,508369,491631,490607
5,orig,cluster018,1000000,4096,4096,1,29280203,625267,374733,370637
5,j8_n256,cluster018,1000000,4096,16,256,28624287,625673,374327,370231
5,j8_n128,cluster018,1000000,4096,32,128,31976571,627333,372667,368571
5,j8_n64,cluster018,1000000,4096,64,64,34690142,627648,372352,368256
5,orig,cluster018,1000000,16384,16384,1,28634320,737810,262190,245806
5,j8_n1024,cluster018,1000000,16384,16,1024,28493344,733969,266031,249647
5,j8_n512,cluster018,1000000,16384,32,512,30761609,736524,263476,247092
5,j8_n256,cluster018,1000000,16384,64,256,32565170,737376,262624,246240
5,orig,cluster018,1000000,65536,65536,1,28030523,820608,179392,113856
5,j8_n2048,cluster018,1000000,65536,32,2048,28205365,820448,179552,114016
5,j8_n1024,cluster018,1000000,65536,64,1024,31396462,820672,179328,113792
5,orig,cluster019,1000000,1024,1024,1,50929689,240886,759114,758090
5,j8_n64,cluster019,1000000,1024,16,64,32543735,305930,694070,693046
5,j8_n32,cluster019,1000000,1024,32,32,33410530,304116,695884,694860
5,j8_n16,cluster019,1000000,1024,64,16,39209700,300278,699722,698698
5,orig,cluster019,1000000,4096,4096,1,44600493,296407,703593,699497
5,j8_n256,cluster019,1000000,4096,16,256,31434436,316719,683281,679185
5,j8_n128,cluster019,1000000,4096,32,128,33224033,316413,683587,679491
5,j8_n64,cluster019,1000000,4096,64,64,37168160,316021,683979,679883
5,orig,cluster019,1000000,16384,16384,1,51370949,315254,684746,668362
5,j8_n1024,cluster019,1000000,16384,16,1024,32837859,321851,678149,661765
5,j8_n512,cluster019,1000000,16384,32,512,34437894,321732,678268,661884
5,j8_n256,cluster019,1000000,16384,64,256,39988686,321684,678316,661932
5,orig,cluster019,1000000,65536,65536,1,59000542,327455,672545,607009
5,j8_n2048,cluster019,1000000,65536,32,2048,37854367,328763,671237,605701
5,j8_n1024,cluster019,1000000,65536,64,1024,40536036,328769,671231,605695
