trial,variant,cluster,len,capacity,per_shard,shards,elapsed_ns,hits,misses,evictions
1,orig,cluster006,1000000,1024,1024,1,145387250,132154,867846,866822
1,senba_n32,cluster006,1000000,1024,32,32,77630209,131146,868854,867830
1,senba_n16,cluster006,1000000,1024,64,16,82473003,131317,868683,867659
1,orig,cluster006,1000000,4096,4096,1,124040206,348606,651394,647298
1,senba_n128,cluster006,1000000,4096,32,128,74626038,352134,647866,643770
1,senba_n64,cluster006,1000000,4096,64,64,79031982,353086,646914,642818
1,orig,cluster006,1000000,16384,16384,1,112040206,640281,359719,343335
1,senba_n512,cluster006,1000000,16384,32,512,85236817,637576,362424,346040
1,senba_n256,cluster006,1000000,16384,64,256,88926945,641351,358649,342265
1,orig,cluster006,1000000,65536,65536,1,168068066,829343,170657,105121
1,senba_n2048,cluster006,1000000,65536,32,2048,110124963,827429,172571,107035
1,senba_n1024,cluster006,1000000,65536,64,1024,102966614,828848,171152,105616
1,orig,cluster016,1000000,1024,1024,1,107596219,362663,637337,636313
1,senba_n32,cluster016,1000000,1024,32,32,68085781,370708,629292,628268
1,senba_n16,cluster016,1000000,1024,64,16,70586406,369163,630837,629813
1,orig,cluster016,1000000,4096,4096,1,101024234,493693,506307,502211
1,senba_n128,cluster016,1000000,4096,32,128,66996712,497287,502713,498617
1,senba_n64,cluster016,1000000,4096,64,64,69954203,497051,502949,498853
1,orig,cluster016,1000000,16384,16384,1,99122397,675207,324793,308409
1,senba_n512,cluster016,1000000,16384,32,512,73727044,675466,324534,308150
1,senba_n256,cluster016,1000000,16384,64,256,73458507,676218,323782,307398
1,orig,cluster016,1000000,65536,65536,1,122460912,776617,223383,157847
1,senba_n2048,cluster016,1000000,65536,32,2048,83239020,775833,224167,158631
1,senba_n1024,cluster016,1000000,65536,64,1024,85857883,776390,223610,158074
1,orig,cluster018,1000000,1024,1024,1,91957626,501676,498324,497300
1,senba_n32,cluster018,1000000,1024,32,32,59690659,510655,489345,488321
1,senba_n16,cluster018,1000000,1024,64,16,67790261,508066,491934,490910
1,orig,cluster018,1000000,4096,4096,1,81601732,625267,374733,370637
1,senba_n128,cluster018,1000000,4096,32,128,60794359,627104,372896,368800
1,senba_n64,cluster018,1000000,4096,64,64,65598656,627585,372415,368319
1,orig,cluster018,1000000,16384,16384,1,90191097,737810,262190,245806
1,senba_n512,cluster018,1000000,16384,32,512,66241834,736081,263919,247535
1,senba_n256,cluster018,1000000,16384,64,256,66818666,737034,262966,246582
1,orig,cluster018,1000000,65536,65536,1,96456472,820608,179392,113856
1,senba_n2048,cluster018,1000000,65536,32,2048,76034385,820648,179352,113816
1,senba_n1024,cluster018,1000000,65536,64,1024,81510275,820716,179284,113748
1,orig,cluster019,1000000,1024,1024,1,124266217,240886,759114,758090
1,senba_n32,cluster019,1000000,1024,32,32,69437973,304042,695958,694934
1,senba_n16,cluster019,1000000,1024,64,16,74986349,300384,699616,698592
1,orig,cluster019,1000000,4096,4096,1,127878625,296407,703593,699497
1,senba_n128,cluster019,1000000,4096,32,128,72934006,316445,683555,679459
1,senba_n64,cluster019,1000000,4096,64,64,80131446,316016,683984,679888
1,orig,cluster019,1000000,16384,16384,1,164799477,315254,684746,668362
1,senba_n512,cluster019,1000000,16384,32,512,85998162,321669,678331,661947
1,senba_n256,cluster019,1000000,16384,64,256,94192447,321654,678346,661962
1,orig,cluster019,1000000,65536,65536,1,256799107,327455,672545,607009
1,senba_n2048,cluster019,1000000,65536,32,2048,134756349,328802,671198,605662
1,senba_n1024,cluster019,1000000,65536,64,1024,143478114,328667,671333,605797
1,orig,cluster034,1000000,1024,1024,1,118343163,304611,695389,694365
1,senba_n32,cluster034,1000000,1024,32,32,67092107,304654,695346,694322
1,senba_n16,cluster034,1000000,1024,64,16,74072533,305692,694308,693284
1,orig,cluster034,1000000,4096,4096,1,119582388,355199,644801,640705
1,senba_n128,cluster034,1000000,4096,32,128,74202359,354941,645059,640963
1,senba_n64,cluster034,1000000,4096,64,64,78534616,355391,644609,640513
1,orig,cluster034,1000000,16384,16384,1,140481420,390165,609835,593451
1,senba_n512,cluster034,1000000,16384,32,512,81644446,390392,609608,593224
1,senba_n256,cluster034,1000000,16384,64,256,86935460,390427,609573,593189
