trial,variant,cluster,len,capacity,per_shard,shards,elapsed_ns,hits,misses,evictions
1,orig,cluster006,1000000,1024,1024,1,44452391,132154,867846,866822
1,j5_n32,cluster006,1000000,1024,32,32,29542082,131317,868683,867659
1,j5_n16,cluster006,1000000,1024,64,16,35648453,131811,868189,867165
1,j5_n8,cluster006,1000000,1024,128,8,42267163,131668,868332,867308
1,j5_n4,cluster006,1000000,1024,256,4,65253872,131497,868503,867479
1,orig,cluster006,1000000,4096,4096,1,39044695,348606,651394,647298
1,j5_n128,cluster006,1000000,4096,32,128,33327180,351809,648191,644095
1,j5_n64,cluster006,1000000,4096,64,64,35795752,352933,647067,642971
1,j5_n32,cluster006,1000000,4096,128,32,41858759,351574,648426,644330
1,j5_n16,cluster006,1000000,4096,256,16,62187895,351466,648534,644438
1,orig,cluster006,1000000,16384,16384,1,34644545,640281,359719,343335
1,j5_n512,cluster006,1000000,16384,32,512,30043135,638399,361601,345217
1,j5_n256,cluster006,1000000,16384,64,256,34184256,641770,358230,341846
1,j5_n128,cluster006,1000000,16384,128,128,42468977,642951,357049,340665
1,j5_n64,cluster006,1000000,16384,256,64,58104972,643090,356910,340526
1,orig,cluster006,1000000,65536,65536,1,28823748,829343,170657,105121
1,j5_n2048,cluster006,1000000,65536,32,2048,26386986,827400,172600,107064
1,j5_n1024,cluster006,1000000,65536,64,1024,26451145,828812,171188,105652
1,j5_n512,cluster006,1000000,65536,128,512,37455182,829349,170651,105115
1,j5_n256,cluster006,1000000,65536,256,256,47305716,829628,170372,104836
1,orig,cluster018,1000000,1024,1024,1,37832809,501676,498324,497300
1,j5_n32,cluster018,1000000,1024,32,32,31081960,510136,489864,488840
1,j5_n16,cluster018,1000000,1024,64,16,35062171,508369,491631,490607
1,j5_n8,cluster018,1000000,1024,128,8,41815531,506574,493426,492402
1,j5_n4,cluster018,1000000,1024,256,4,59062337,504287,495713,494689
1,orig,cluster018,1000000,4096,4096,1,28871547,625267,374733,370637
1,j5_n128,cluster018,1000000,4096,32,128,30635595,627333,372667,368571
1,j5_n64,cluster018,1000000,4096,64,64,33026317,627648,372352,368256
1,j5_n32,cluster018,1000000,4096,128,32,39409020,627574,372426,368330
1,j5_n16,cluster018,1000000,4096,256,16,55496892,627041,372959,368863
1,orig,cluster018,1000000,16384,16384,1,28090317,737810,262190,245806
1,j5_n512,cluster018,1000000,16384,32,512,28531843,736524,263476,247092
1,j5_n256,cluster018,1000000,16384,64,256,30949414,737376,262624,246240
1,j5_n128,cluster018,1000000,16384,128,128,39645821,738025,261975,245591
1,j5_n64,cluster018,1000000,16384,256,64,49462780,738193,261807,245423
1,orig,cluster018,1000000,65536,65536,1,25166127,820608,179392,113856
1,j5_n2048,cluster018,1000000,65536,32,2048,24726504,820448,179552,114016
1,j5_n1024,cluster018,1000000,65536,64,1024,29633086,820672,179328,113792
1,j5_n512,cluster018,1000000,65536,128,512,35254650,820846,179154,113618
1,j5_n256,cluster018,1000000,65536,256,256,43867336,820783,179217,113681
1,orig,cluster019,1000000,1024,1024,1,52445022,240886,759114,758090
1,j5_n32,cluster019,1000000,1024,32,32,33344567,304116,695884,694860
1,j5_n16,cluster019,1000000,1024,64,16,39162675,300278,699722,698698
1,j5_n8,cluster019,1000000,1024,128,8,48557776,293655,706345,705321
1,j5_n4,cluster019,1000000,1024,256,4,70556497,282406,717594,716570
1,orig,cluster019,1000000,4096,4096,1,42357957,296407,703593,699497
1,j5_n128,cluster019,1000000,4096,32,128,34268056,316413,683587,679491
1,j5_n64,cluster019,1000000,4096,64,64,39603059,316021,683979,679883
1,j5_n32,cluster019,1000000,4096,128,32,47114510,315527,684473,680377
1,j5_n16,cluster019,1000000,4096,256,16,72012236,314481,685519,681423
