variant,trial,workload,op_mix,skew,keys,threads,cap,ops,total_elapsed_ns,aggregate_mops,mops_min_per_thread,hit_ratio,p50_chunk_ns,p99_chunk_ns,thread_throughput_cv
c8,0,zipf,read-heavy,0.7,100000,8,64,8000000,243672241,32.8310,4.1039,0.0730,209.66,536.05,0.0135
c8,0,zipf,read-heavy,0.7,100000,16,64,16000000,611283070,26.1745,1.6359,0.0721,487.30,2979.92,0.0139
c8,0,zipf,read-heavy,1,100000,1,64,1000000,70315896,14.2215,14.2215,0.3582,62.75,163.20,0.0000
c8,0,zipf,read-heavy,1,100000,2,64,2000000,97080522,20.6015,10.3007,0.3554,92.85,181.39,0.0006
c8,0,zipf,read-heavy,1,100000,4,64,4000000,145959093,27.4049,6.8512,0.3565,140.34,279.67,0.0042
c8,0,zipf,read-heavy,1,100000,8,64,8000000,291725849,27.4230,3.4279,0.3547,259.21,558.37,0.0078
c8,0,zipf,read-heavy,1,100000,16,64,16000000,683271793,23.4167,1.4635,0.3550,639.12,1794.49,0.0090
c8,0,zipf,read-heavy,1.2,100000,1,64,1000000,71653376,13.9561,13.9561,0.6225,63.81,151.85,0.0000
c8,0,zipf,read-heavy,1.2,100000,2,64,2000000,110834605,18.0449,9.0225,0.6226,102.92,245.12,0.0171
c8,0,zipf,read-heavy,1.2,100000,4,64,4000000,173490086,23.0561,5.7640,0.6207,165.84,327.21,0.0055
c8,0,zipf,read-heavy,1.2,100000,8,64,8000000,325795575,24.5553,3.0694,0.6169,291.43,599.52,0.0145
c8,0,zipf,read-heavy,1.2,100000,16,64,16000000,734436076,21.7854,1.3616,0.6142,703.10,1311.85,0.0067
c8,0,adversarial-hot,read-heavy,1,1,1,64,1000000,16031197,62.3784,62.3784,0.9500,15.58,26.37,0.0000
c8,0,adversarial-hot,read-heavy,1,1,2,64,2000000,79542914,25.1437,12.5718,0.9143,80.40,124.29,0.0015
c8,0,adversarial-hot,read-heavy,1,1,4,64,4000000,168598152,23.7251,5.9313,0.8458,159.90,274.74,0.0252
c8,0,adversarial-hot,read-heavy,1,1,8,64,8000000,385652067,20.7441,2.5930,0.7520,338.73,907.57,0.0094
c8,0,adversarial-hot,read-heavy,1,1,16,64,16000000,805335551,19.8675,1.2417,0.7638,785.61,1339.26,0.0056
c8,0,uniform,read-heavy,1,100000,1,64,1000000,20484253,48.8180,48.8180,0.0000,18.45,54.15,0.0000
c8,0,uniform,read-heavy,1,100000,2,64,2000000,46900391,42.6436,21.3218,0.0000,38.30,85.02,0.0927
c8,0,uniform,read-heavy,1,100000,4,64,4000000,90258955,44.3169,11.0792,0.0000,70.86,196.64,0.1388
c8,0,uniform,read-heavy,1,100000,8,64,8000000,276118039,28.9731,3.6216,0.0000,245.36,660.40,0.0162
c8,0,uniform,read-heavy,1,100000,16,64,16000000,753870366,21.2238,1.3265,0.0000,732.62,1343.19,0.0071
c8,0,zipf,gim,0.7,100000,1,64,1000000,138005376,7.2461,7.2461,0.0748,132.39,216.42,0.0000
c8,0,zipf,gim,0.7,100000,2,64,2000000,349314931,5.7255,2.8627,0.0763,331.51,655.63,0.0013
c8,0,zipf,gim,0.7,100000,4,64,4000000,1174697399,3.4051,0.8513,0.0768,1128.71,2138.16,0.0139
c8,0,zipf,gim,0.7,100000,8,64,8000000,3909760720,2.0462,0.2558,0.0769,3903.88,5428.46,0.0054
c8,0,zipf,gim,0.7,100000,16,64,16000000,10415063038,1.5362,0.0960,0.0762,10389.18,13839.26,0.0034
c8,0,zipf,gim,1,100000,1,64,1000000,110414571,9.0568,9.0568,0.3760,108.23,150.84,0.0000
c8,0,zipf,gim,1,100000,2,64,2000000,279277532,7.1613,3.5807,0.3750,273.73,407.64,0.0010
c8,0,zipf,gim,1,100000,4,64,4000000,805175784,4.9679,1.2420,0.3742,798.20,1160.73,0.0057
c8,0,zipf,gim,1,100000,8,64,8000000,2621025102,3.0522,0.3815,0.3754,2599.96,3900.11,0.0049
c8,0,zipf,gim,1,100000,16,64,16000000,7325058054,2.1843,0.1365,0.3749,7298.89,9774.67,0.0053
c8,0,zipf,gim,1.2,100000,1,64,1000000,84514599,11.8323,11.8323,0.6562,81.22,144.58,0.0000
c8,0,zipf,gim,1.2,100000,2,64,2000000,191127165,10.4642,5.2321,0.6567,186.57,299.56,0.0027
c8,0,zipf,gim,1.2,100000,4,64,4000000,475372627,8.4145,2.1036,0.6565,467.62,721.57,0.0081
c8,0,zipf,gim,1.2,100000,8,64,8000000,1572957375,5.0860,0.6357,0.6561,1556.55,2502.74,0.0108
c8,0,zipf,gim,1.2,100000,16,64,16000000,4270405130,3.7467,0.2342,0.6562,4236.23,6130.71,0.0047
c8,0,adversarial-hot,gim,1,1,1,64,1000000,15469819,64.6420,64.6420,1.0000,15.03,22.00,0.0000
c8,0,adversarial-hot,gim,1,1,2,64,2000000,69725596,28.6839,14.3419,1.0000,69.33,119.69,0.0022
c8,0,adversarial-hot,gim,1,1,4,64,4000000,138089461,28.9667,7.2417,1.0000,131.67,275.00,0.0215
c8,0,adversarial-hot,gim,1,1,8,64,8000000,261480393,30.5950,3.8244,1.0000,209.90,752.10,0.1270
c8,0,adversarial-hot,gim,1,1,16,64,16000000,496453830,32.2286,2.0143,1.0000,378.41,1558.23,0.1905
c8,0,uniform,gim,1,100000,1,64,1000000,79667328,12.5522,12.5522,0.0000,78.24,107.97,0.0000
c8,0,uniform,gim,1,100000,2,64,2000000,267692152,7.4713,3.7356,0.0000,261.40,447.04,0.0226
c8,0,uniform,gim,1,100000,4,64,4000000,848609295,4.7136,1.1784,0.0000,846.84,1258.60,0.0146
c8,0,uniform,gim,1,100000,8,64,8000000,2880861370,2.7769,0.3471,0.0000,2863.14,4310.31,0.0044
c8,0,uniform,gim,1,100000,16,64,16000000,9088543755,1.7605,0.1100,0.0000,9073.92,11942.80,0.0021
c11s,0,zipf,read-only,0.7,100000,1,64,1000000,49169074,20.3380,20.3380,0.0729,47.58,85.54,0.0000
c11s,0,zipf,read-only,0.7,100000,2,64,2000000,49019402,40.8002,20.4001,0.0690,47.46,73.33,0.0030
c11s,0,zipf,read-only,0.7,100000,4,64,4000000,50872403,78.6281,19.6570,0.0736,47.33,87.03,0.0171
c11s,0,zipf,read-only,0.7,100000,8,64,8000000,73867165,108.3025,13.5378,0.0725,47.46,147.49,0.1096
c11s,0,zipf,read-only,0.7,100000,16,64,16000000,111516257,143.4768,8.9673,0.0745,84.03,181.97,0.1160
c11s,0,zipf,read-only,1,100000,1,64,1000000,52059826,19.2087,19.2087,0.3706,51.25,67.77,0.0000
c11s,0,zipf,read-only,1,100000,2,64,2000000,52983945,37.7473,18.8736,0.3810,51.73,71.44,0.0039
c11s,0,zipf,read-only,1,100000,4,64,4000000,53613812,74.6076,18.6519,0.3766,51.27,85.33,0.0058
c11s,0,zipf,read-only,1,100000,8,64,8000000,70185616,113.9835,14.2479,0.3784,52.58,149.64,0.0803
c11s,0,zipf,read-only,1,100000,16,64,16000000,123971035,129.0624,8.0664,0.3769,62.62,221.79,0.1240
c11s,0,zipf,read-only,1.2,100000,1,64,1000000,55637108,17.9736,17.9736,0.6607,53.85,98.15,0.0000
c11s,0,zipf,read-only,1.2,100000,2,64,2000000,54954850,36.3935,18.1968,0.6571,53.08,85.27,0.0044
c11s,0,zipf,read-only,1.2,100000,4,64,4000000,58114144,68.8301,17.2075,0.6515,54.94,101.03,0.0090
c11s,0,zipf,read-only,1.2,100000,8,64,8000000,85721175,93.3258,11.6657,0.6598,58.64,143.48,0.1370
c11s,0,zipf,read-only,1.2,100000,16,64,16000000,111483209,143.5194,8.9700,0.6595,75.93,155.68,0.1313
c11s,0,adversarial-hot,read-only,1,1,1,64,1000000,12193790,82.0090,82.0090,1.0000,11.56,19.86,0.0000
c11s,0,adversarial-hot,read-only,1,1,2,64,2000000,12507102,159.9091,79.9546,1.0000,11.58,19.35,0.0036
c11s,0,adversarial-hot,read-only,1,1,4,64,4000000,12189663,328.1469,82.0367,1.0000,11.57,18.11,0.0013
c11s,0,adversarial-hot,read-only,1,1,8,64,8000000,20300940,394.0704,49.2588,1.0000,11.62,43.83,0.1741
c11s,0,adversarial-hot,read-only,1,1,16,64,16000000,30261286,528.7284,33.0455,1.0000,12.65,46.96,0.2330
c11s,0,uniform,read-only,1,100000,1,64,1000000,14532910,68.8093,68.8093,0.0006,13.83,24.58,0.0000
c11s,0,uniform,read-only,1,100000,2,64,2000000,14942320,133.8480,66.9240,0.0006,13.92,23.35,0.0084
c11s,0,uniform,read-only,1,100000,4,64,4000000,14454612,276.7283,69.1821,0.0006,13.67,23.52,0.0083
c11s,0,uniform,read-only,1,100000,8,64,8000000,24019541,333.0622,41.6328,0.0006,13.78,46.61,0.1703
c11s,0,uniform,read-only,1,100000,16,64,16000000,34733949,460.6444,28.7903,0.0006,23.65,50.79,0.2179
c11s,0,zipf,read-heavy,0.7,100000,1,64,1000000,61847578,16.1688,16.1688,0.0701,59.39,94.39,0.0000
c11s,0,zipf,read-heavy,0.7,100000,2,64,2000000,79870730,25.0405,12.5202,0.0737,76.56,137.14,0.0021
c11s,0,zipf,read-heavy,0.7,100000,4,64,4000000,120713589,33.1363,8.2841,0.0724,111.52,216.60,0.0063
c11s,0,zipf,read-heavy,0.7,100000,8,64,8000000,323013799,24.7667,3.0958,0.0728,290.66,699.76,0.0096
c11s,0,zipf,read-heavy,0.7,100000,16,64,16000000,879948819,18.1829,1.1364,0.0723,868.10,1499.94,0.0182
c11s,0,zipf,read-heavy,1,100000,1,64,1000000,62303198,16.0505,16.0505,0.3582,60.74,88.03,0.0000
c11s,0,zipf,read-heavy,1,100000,2,64,2000000,76319745,26.2055,13.1028,0.3593,74.41,112.43,0.0039
c11s,0,zipf,read-heavy,1,100000,4,64,4000000,109766480,36.4410,9.1102,0.3548,102.07,187.41,0.0084
c11s,0,zipf,read-heavy,1,100000,8,64,8000000,304421681,26.2793,3.2849,0.3542,266.34,777.54,0.0127
c11s,0,zipf,read-heavy,1,100000,16,64,16000000,847584801,18.8772,1.1798,0.3548,842.21,1480.31,0.0099
c11s,0,zipf,read-heavy,1.2,100000,1,64,1000000,63546870,15.7364,15.7364,0.6225,61.62,104.17,0.0000
c11s,0,zipf,read-heavy,1.2,100000,2,64,2000000,75190079,26.5993,13.2996,0.6225,73.20,127.88,0.0016
c11s,0,zipf,read-heavy,1.2,100000,4,64,4000000,105836743,37.7941,9.4485,0.6202,97.45,183.58,0.0043
c11s,0,zipf,read-heavy,1.2,100000,8,64,8000000,270405111,29.5852,3.6982,0.6181,244.70,563.63,0.0063
c11s,0,zipf,read-heavy,1.2,100000,16,64,16000000,782978999,20.4348,1.2772,0.6178,769.47,1421.12,0.0148
c11s,0,adversarial-hot,read-heavy,1,1,1,64,1000000,12757191,78.3872,78.3872,0.9500,12.46,20.15,0.0000
c11s,0,adversarial-hot,read-heavy,1,1,2,64,2000000,30415888,65.7551,32.8776,0.9327,29.39,80.23,0.0057
c11s,0,adversarial-hot,read-heavy,1,1,4,64,4000000,62219727,64.2883,16.0721,0.8970,60.47,136.63,0.0075
c11s,0,adversarial-hot,read-heavy,1,1,8,64,8000000,176512217,45.3226,5.6653,0.8632,146.93,504.80,0.0174
c11s,0,adversarial-hot,read-heavy,1,1,16,64,16000000,588684557,27.1792,1.6987,0.8653,567.67,1171.34,0.0084
c11s,0,uniform,read-heavy,1,100000,1,64,1000000,18424574,54.2753,54.2753,0.0000,18.30,26.13,0.0000
c11s,0,uniform,read-heavy,1,100000,2,64,2000000,39262698,50.9389,25.4695,0.0000,38.50,68.29,0.0004
c11s,0,uniform,read-heavy,1,100000,4,64,4000000,107463447,37.2220,9.3055,0.0000,103.90,190.14,0.0049
c11s,0,uniform,read-heavy,1,100000,8,64,8000000,336292240,23.7888,2.9736,0.0000,307.83,771.10,0.0121
c11s,0,uniform,read-heavy,1,100000,16,64,16000000,835155326,19.1581,1.1974,0.0000,812.60,1458.44,0.0066
c11s,0,zipf,gim,0.7,100000,1,64,1000000,141182585,7.0830,7.0830,0.0748,138.40,208.47,0.0000
c11s,0,zipf,gim,0.7,100000,2,64,2000000,375244088,5.3299,2.6649,0.0758,368.83,519.48,0.0036
c11s,0,zipf,gim,0.7,100000,4,64,4000000,1209440689,3.3073,0.8268,0.0758,1197.08,1811.96,0.0051
c11s,0,zipf,gim,0.7,100000,8,64,8000000,4018421097,1.9908,0.2489,0.0760,4005.83,5425.16,0.0053
c11s,0,zipf,gim,0.7,100000,16,64,16000000,11212293612,1.4270,0.0892,0.0768,11205.26,13896.40,0.0054
c11s,0,zipf,gim,1,100000,1,64,1000000,115520145,8.6565,8.6565,0.3760,113.39,152.96,0.0000
c11s,0,zipf,gim,1,100000,2,64,2000000,286113349,6.9902,3.4951,0.3738,280.53,428.72,0.0006
c11s,0,zipf,gim,1,100000,4,64,4000000,926948609,4.3152,1.0788,0.3749,921.80,1345.16,0.0035
c11s,0,zipf,gim,1,100000,8,64,8000000,2760594586,2.8979,0.3622,0.3747,2742.89,3980.98,0.0077
c11s,0,zipf,gim,1,100000,16,64,16000000,7832138347,2.0429,0.1277,0.3753,7811.76,10040.46,0.0039
c11s,0,zipf,gim,1.2,100000,1,64,1000000,85861678,11.6466,11.6466,0.6562,84.39,121.65,0.0000
c11s,0,zipf,gim,1.2,100000,2,64,2000000,192072512,10.4127,5.2064,0.6565,187.16,282.93,0.0053
c11s,0,zipf,gim,1.2,100000,4,64,4000000,599193156,6.6756,1.6689,0.6565,578.03,1190.04,0.0092
c11s,0,zipf,gim,1.2,100000,8,64,8000000,1704930864,4.6923,0.5865,0.6567,1680.50,3388.07,0.0016
c11s,0,zipf,gim,1.2,100000,16,64,16000000,4821512906,3.3185,0.2074,0.6565,4795.20,6820.27,0.0033
c11s,0,adversarial-hot,gim,1,1,1,64,1000000,11739644,85.1815,85.1815,1.0000,11.48,17.16,0.0000
c11s,0,adversarial-hot,gim,1,1,2,64,2000000,11682690,171.1934,85.5967,1.0000,11.48,17.29,0.0020
c11s,0,adversarial-hot,gim,1,1,4,64,4000000,11976287,333.9933,83.4983,1.0000,11.48,17.93,0.0076
c11s,0,adversarial-hot,gim,1,1,8,64,8000000,19653767,407.0466,50.8808,1.0000,11.51,46.28,0.2261
c11s,0,adversarial-hot,gim,1,1,16,64,16000000,28419172,563.0002,35.1875,1.0000,19.05,52.96,0.1850
c11s,0,uniform,gim,1,100000,1,64,1000000,95437497,10.4781,10.4781,0.0000,93.23,136.40,0.0000
c11s,0,uniform,gim,1,100000,2,64,2000000,295168904,6.7758,3.3879,0.0000,288.46,545.21,0.0054
c11s,0,uniform,gim,1,100000,4,64,4000000,1015917311,3.9373,0.9843,0.0000,1010.29,1480.18,0.0049
c11s,0,uniform,gim,1,100000,8,64,8000000,3176643837,2.5184,0.3148,0.0000,3145.71,4617.95,0.0125
c11s,0,uniform,gim,1,100000,16,64,16000000,9932031416,1.6109,0.1007,0.0000,9895.73,13123.57,0.0026
c12s,0,zipf,read-only,0.7,100000,1,64,1000000,45966028,21.7552,21.7552,0.0178,43.87,88.04,0.0000
c12s,0,zipf,read-only,0.7,100000,2,64,2000000,50204121,39.8374,19.9187,0.0219,44.11,102.03,0.0379
c12s,0,zipf,read-only,0.7,100000,4,64,4000000,46149202,86.6754,21.6688,0.0121,43.38,78.76,0.0131
c12s,0,zipf,read-only,0.7,100000,8,64,8000000,71138140,112.4573,14.0572,0.0210,44.33,128.12,0.1646
c12s,0,zipf,read-only,0.7,100000,16,64,16000000,100038713,159.9381,9.9961,0.0207,77.68,169.01,0.1161
c12s,0,zipf,read-only,1,100000,1,64,1000000,47075000,21.2427,21.2427,0.2301,46.12,70.38,0.0000
c12s,0,zipf,read-only,1,100000,2,64,2000000,50138615,39.8894,19.9447,0.2926,47.67,99.47,0.0030
c12s,0,zipf,read-only,1,100000,4,64,4000000,47581406,84.0665,21.0166,0.2321,46.23,64.10,0.0041
c12s,0,zipf,read-only,1,100000,8,64,8000000,66977532,119.4430,14.9304,0.2746,48.02,152.49,0.0667
c12s,0,zipf,read-only,1,100000,16,64,16000000,115770830,138.2041,8.6378,0.2536,47.23,294.74,0.0959
c12s,0,zipf,read-only,1.2,100000,1,64,1000000,54830783,18.2379,18.2379,0.5750,53.20,87.13,0.0000
c12s,0,zipf,read-only,1.2,100000,2,64,2000000,54189580,36.9075,18.4537,0.5638,52.89,82.59,0.0008
c12s,0,zipf,read-only,1.2,100000,4,64,4000000,60062788,66.5970,16.6492,0.5239,53.60,129.24,0.0176
c12s,0,zipf,read-only,1.2,100000,8,64,8000000,73514312,108.8223,13.6028,0.5685,57.31,130.08,0.0445
c12s,0,zipf,read-only,1.2,100000,16,64,16000000,105971932,150.9834,9.4365,0.5709,69.86,156.16,0.1040
c12s,0,adversarial-hot,read-only,1,1,1,64,1000000,11674413,85.6574,85.6574,1.0000,11.36,17.55,0.0000
c12s,0,adversarial-hot,read-only,1,1,2,64,2000000,12029064,166.2640,83.1320,1.0000,11.37,19.17,0.0190
c12s,0,adversarial-hot,read-only,1,1,4,64,4000000,11755314,340.2716,85.0679,1.0000,11.37,20.24,0.0038
c12s,0,adversarial-hot,read-only,1,1,8,64,8000000,19674143,406.6251,50.8281,1.0000,11.37,41.84,0.1701
c12s,0,adversarial-hot,read-only,1,1,16,64,16000000,29127908,549.3014,34.3313,1.0000,11.37,51.41,0.2644
c12s,0,uniform,read-only,1,100000,1,64,1000000,12585824,79.4545,79.4545,0.0006,12.24,19.51,0.0000
c12s,0,uniform,read-only,1,100000,2,64,2000000,12697150,157.5157,78.7578,0.0006,12.24,18.67,0.0115
c12s,0,uniform,read-only,1,100000,4,64,4000000,12744911,313.8508,78.4627,0.0006,12.16,20.30,0.0106
c12s,0,uniform,read-only,1,100000,8,64,8000000,19120113,418.4076,52.3009,0.0006,12.33,49.89,0.1247
c12s,0,uniform,read-only,1,100000,16,64,16000000,29603324,540.4798,33.7800,0.0006,20.72,49.84,0.1318
c12s,0,zipf,read-heavy,0.7,100000,1,64,1000000,52745632,18.9589,18.9589,0.0403,50.43,88.36,0.0000
c12s,0,zipf,read-heavy,0.7,100000,2,64,2000000,59403495,33.6681,16.8340,0.0406,57.57,101.18,0.0046
c12s,0,zipf,read-heavy,0.7,100000,4,64,4000000,75477455,52.9960,13.2490,0.0403,71.49,142.04,0.0042
c12s,0,zipf,read-heavy,0.7,100000,8,64,8000000,127147531,62.9190,7.8649,0.0402,110.35,203.81,0.0667
c12s,0,zipf,read-heavy,0.7,100000,16,64,16000000,214947667,74.4367,4.6523,0.0399,171.55,385.53,0.0747
c12s,0,zipf,read-heavy,1,100000,1,64,1000000,53873023,18.5622,18.5622,0.3236,52.62,78.66,0.0000
c12s,0,zipf,read-heavy,1,100000,2,64,2000000,63966590,31.2663,15.6332,0.3231,62.31,101.03,0.0017
c12s,0,zipf,read-heavy,1,100000,4,64,4000000,95200524,42.0166,10.5041,0.3223,79.39,218.08,0.0342
c12s,0,zipf,read-heavy,1,100000,8,64,8000000,133066509,60.1203,7.5150,0.3211,125.11,232.01,0.0134
c12s,0,zipf,read-heavy,1,100000,16,64,16000000,223847518,71.4772,4.4673,0.3190,191.74,362.19,0.0618
c12s,0,zipf,read-heavy,1.2,100000,1,64,1000000,59027096,16.9414,16.9414,0.6046,57.77,94.53,0.0000
c12s,0,zipf,read-heavy,1.2,100000,2,64,2000000,69956250,28.5893,14.2946,0.6032,66.58,118.56,0.0016
c12s,0,zipf,read-heavy,1.2,100000,4,64,4000000,86324648,46.3367,11.5842,0.6015,84.14,122.00,0.0064
c12s,0,zipf,read-heavy,1.2,100000,8,64,8000000,133678770,59.8450,7.4806,0.6001,125.93,219.59,0.0181
c12s,0,zipf,read-heavy,1.2,100000,16,64,16000000,239928229,66.6866,4.1679,0.5986,190.90,521.25,0.0738
c12s,0,adversarial-hot,read-heavy,1,1,1,64,1000000,12022724,83.1758,83.1758,0.9500,11.86,17.21,0.0000
c12s,0,adversarial-hot,read-heavy,1,1,2,64,2000000,22638917,88.3434,44.1717,0.9500,22.44,32.07,0.0008
c12s,0,adversarial-hot,read-heavy,1,1,4,64,4000000,39418222,101.4759,25.3690,0.9500,38.87,59.71,0.0102
c12s,0,adversarial-hot,read-heavy,1,1,8,64,8000000,97744400,81.8461,10.2308,0.9500,83.99,281.74,0.0476
c12s,0,adversarial-hot,read-heavy,1,1,16,64,16000000,186526853,85.7785,5.3612,0.9500,156.11,434.01,0.0742
c12s,0,uniform,read-heavy,1,100000,1,64,1000000,15065142,66.3784,66.3784,0.0000,14.89,21.51,0.0000
c12s,0,uniform,read-heavy,1,100000,2,64,2000000,26952847,74.2037,37.1018,0.0000,26.40,40.23,0.0039
c12s,0,uniform,read-heavy,1,100000,4,64,4000000,46650536,85.7439,21.4360,0.0000,43.64,66.16,0.0524
c12s,0,uniform,read-heavy,1,100000,8,64,8000000,81916827,97.6600,12.2075,0.0000,72.22,143.40,0.0715
c12s,0,uniform,read-heavy,1,100000,16,64,16000000,148457756,107.7748,6.7359,0.0000,125.70,256.92,0.0720
c12s,0,zipf,gim,0.7,100000,1,64,1000000,117436580,8.5152,8.5152,0.0176,114.31,179.62,0.0000
c12s,0,zipf,gim,0.7,100000,2,64,2000000,276981071,7.2207,3.6104,0.0175,274.81,371.55,0.0036
c12s,0,zipf,gim,0.7,100000,4,64,4000000,509559534,7.8499,1.9625,0.0173,501.97,627.55,0.0024
c12s,0,zipf,gim,0.7,100000,8,64,8000000,1001156021,7.9908,0.9988,0.0168,956.17,1638.28,0.0161
c12s,0,zipf,gim,0.7,100000,16,64,16000000,1652157292,9.6843,0.6053,0.0162,1375.53,4162.54,0.0447
c12s,0,zipf,gim,1,100000,1,64,1000000,109169989,9.1600,9.1600,0.2619,104.67,161.63,0.0000
c12s,0,zipf,gim,1,100000,2,64,2000000,261648784,7.6438,3.8219,0.2603,255.18,444.58,0.0064
c12s,0,zipf,gim,1,100000,4,64,4000000,466986017,8.5656,2.1414,0.2592,455.34,916.25,0.0062
c12s,0,zipf,gim,1,100000,8,64,8000000,780455626,10.2504,1.2813,0.2561,763.70,1201.93,0.0096
c12s,0,zipf,gim,1,100000,16,64,16000000,1483552502,10.7849,0.6741,0.2520,1181.53,5176.51,0.0519
c12s,0,zipf,gim,1.2,100000,1,64,1000000,93523212,10.6925,10.6925,0.5708,89.37,176.62,0.0000
c12s,0,zipf,gim,1.2,100000,2,64,2000000,184361049,10.8483,5.4241,0.5699,182.05,256.82,0.0042
c12s,0,zipf,gim,1.2,100000,4,64,4000000,320098578,12.4962,3.1240,0.5681,321.42,424.82,0.0057
c12s,0,zipf,gim,1.2,100000,8,64,8000000,580209034,13.7881,1.7235,0.5647,571.08,837.18,0.0078
c12s,0,zipf,gim,1.2,100000,16,64,16000000,1033897813,15.4754,0.9672,0.5597,895.52,2362.80,0.0471
c12s,0,adversarial-hot,gim,1,1,1,64,1000000,11995432,83.3651,83.3651,1.0000,11.85,16.98,0.0000
c12s,0,adversarial-hot,gim,1,1,2,64,2000000,12246161,163.3165,81.6582,1.0000,11.85,19.18,0.0043
c12s,0,adversarial-hot,gim,1,1,4,64,4000000,15142348,264.1598,66.0400,1.0000,11.86,31.97,0.0928
c12s,0,adversarial-hot,gim,1,1,8,64,8000000,21600820,370.3563,46.2945,1.0000,11.85,51.33,0.1825
c12s,0,adversarial-hot,gim,1,1,16,64,16000000,28459207,562.2082,35.1380,1.0000,19.73,55.28,0.1722
c12s,0,uniform,gim,1,100000,1,64,1000000,71862898,13.9154,13.9154,0.0000,70.59,94.09,0.0000
c12s,0,uniform,gim,1,100000,2,64,2000000,269378745,7.4245,3.7122,0.0000,272.93,336.58,0.0021
c12s,0,uniform,gim,1,100000,4,64,4000000,573555734,6.9740,1.7435,0.0000,578.76,683.90,0.0026
c12s,0,uniform,gim,1,100000,8,64,8000000,943219115,8.4816,1.0602,0.0000,906.53,1244.95,0.0159
c12s,0,uniform,gim,1,100000,16,64,16000000,1744976896,9.1692,0.5731,0.0000,1439.84,4416.29,0.0583
c13s,0,zipf,read-only,0.7,100000,1,64,1000000,49848590,20.0607,20.0607,0.0729,48.05,93.64,0.0000
c13s,0,zipf,read-only,0.7,100000,2,64,2000000,50839588,39.3394,19.6697,0.0725,49.47,67.02,0.0086
