variant,trial,workload,op_mix,skew,keys,threads,cap,ops,total_elapsed_ns,aggregate_mops,mops_min_per_thread,hit_ratio,p50_chunk_ns,p99_chunk_ns,thread_throughput_cv
c8,0,zipf,gim,1.2,100000,16,64,16000000,4168304023,3.8385,0.2399,0.6563,4156.54,5698.38,0.0024
c8,0,adversarial-hot,gim,1,1,1,64,1000000,15274543,65.4684,65.4684,1.0000,15.01,23.18,0.0000
c8,0,adversarial-hot,gim,1,1,2,64,2000000,66677624,29.9951,14.9975,1.0000,65.54,118.84,0.0071
c8,0,adversarial-hot,gim,1,1,4,64,4000000,139409694,28.6924,7.1731,1.0000,133.05,261.50,0.0360
c8,0,adversarial-hot,gim,1,1,8,64,8000000,271839016,29.4292,3.6786,1.0000,241.37,687.95,0.0429
c8,0,adversarial-hot,gim,1,1,16,64,16000000,478375363,33.4465,2.0904,1.0000,330.51,1634.27,0.1590
c8,0,uniform,gim,1,100000,1,64,1000000,77586406,12.8889,12.8889,0.0000,74.61,125.66,0.0000
c8,0,uniform,gim,1,100000,2,64,2000000,264379072,7.5649,3.7824,0.0000,255.44,427.51,0.0375
c8,0,uniform,gim,1,100000,4,64,4000000,839795201,4.7631,1.1908,0.0000,835.62,1360.05,0.0096
c8,0,uniform,gim,1,100000,8,64,8000000,2838140264,2.8187,0.3523,0.0000,2823.37,4225.62,0.0042
c8,0,uniform,gim,1,100000,16,64,16000000,8995816269,1.7786,0.1112,0.0000,8984.96,11584.12,0.0026
c11s,0,zipf,read-only,0.7,100000,1,64,1000000,49301060,20.2835,20.2835,0.0729,47.72,75.41,0.0000
c11s,0,zipf,read-only,0.7,100000,2,64,2000000,49847136,40.1227,20.0613,0.0698,47.28,104.28,0.0047
c11s,0,zipf,read-only,0.7,100000,4,64,4000000,52199032,76.6298,19.1574,0.0736,47.44,115.84,0.0176
c11s,0,zipf,read-only,0.7,100000,8,64,8000000,73461263,108.9009,13.6126,0.0725,47.64,155.93,0.1550
c11s,0,zipf,read-only,0.7,100000,16,64,16000000,110750054,144.4695,9.0293,0.0745,83.22,168.16,0.1146
c11s,0,zipf,read-only,1,100000,1,64,1000000,52413995,19.0789,19.0789,0.3706,51.45,66.94,0.0000
c11s,0,zipf,read-only,1,100000,2,64,2000000,56234548,35.5653,17.7827,0.3808,51.95,106.40,0.0130
c11s,0,zipf,read-only,1,100000,4,64,4000000,73361412,54.5246,13.6311,0.3766,53.23,150.23,0.0560
c11s,0,zipf,read-only,1,100000,8,64,8000000,77549863,103.1594,12.8949,0.3784,53.96,141.83,0.1024
c11s,0,zipf,read-only,1,100000,16,64,16000000,118542438,134.9728,8.4358,0.3769,76.26,185.86,0.1114
c11s,0,zipf,read-only,1.2,100000,1,64,1000000,54192685,18.4527,18.4527,0.6607,53.09,72.35,0.0000
c11s,0,zipf,read-only,1.2,100000,2,64,2000000,56632881,35.3152,17.6576,0.6645,53.39,112.39,0.0074
c11s,0,zipf,read-only,1.2,100000,4,64,4000000,57215787,69.9108,17.4777,0.6515,53.42,105.68,0.0159
c11s,0,zipf,read-only,1.2,100000,8,64,8000000,75066084,106.5728,13.3216,0.6598,71.21,127.20,0.0459
c11s,0,zipf,read-only,1.2,100000,16,64,16000000,103599768,154.4405,9.6525,0.6595,71.37,139.07,0.1078
c11s,0,adversarial-hot,read-only,1,1,1,64,1000000,11758824,85.0425,85.0425,1.0000,11.50,17.09,0.0000
c11s,0,adversarial-hot,read-only,1,1,2,64,2000000,13098356,152.6909,76.3455,1.0000,11.49,18.48,0.0080
c11s,0,adversarial-hot,read-only,1,1,4,64,4000000,12825126,311.8878,77.9719,1.0000,11.49,30.88,0.0232
c11s,0,adversarial-hot,read-only,1,1,8,64,8000000,17417556,459.3067,57.4133,1.0000,11.48,37.23,0.1267
c11s,0,adversarial-hot,read-only,1,1,16,64,16000000,29619914,540.1771,33.7611,1.0000,19.07,58.01,0.2042
c11s,0,uniform,read-only,1,100000,1,64,1000000,13228231,75.5959,75.5959,0.0006,12.86,21.08,0.0000
c11s,0,uniform,read-only,1,100000,2,64,2000000,13738855,145.5725,72.7863,0.0006,12.82,30.71,0.0104
c11s,0,uniform,read-only,1,100000,4,64,4000000,14448835,276.8389,69.2097,0.0006,12.85,24.24,0.0367
c11s,0,uniform,read-only,1,100000,8,64,8000000,22110775,361.8145,45.2268,0.0006,12.81,46.51,0.1496
c11s,0,uniform,read-only,1,100000,16,64,16000000,29785420,537.1756,33.5735,0.0006,22.31,45.57,0.2053
c11s,0,zipf,read-heavy,0.7,100000,1,64,1000000,58910492,16.9749,16.9749,0.0701,54.84,122.81,0.0000
c11s,0,zipf,read-heavy,0.7,100000,2,64,2000000,72595510,27.5499,13.7750,0.0720,68.81,140.13,0.0002
c11s,0,zipf,read-heavy,0.7,100000,4,64,4000000,107561340,37.1881,9.2970,0.0732,97.82,215.58,0.0042
c11s,0,zipf,read-heavy,0.7,100000,8,64,8000000,325949469,24.5437,3.0680,0.0726,293.41,678.25,0.0110
c11s,0,zipf,read-heavy,0.7,100000,16,64,16000000,868050576,18.4321,1.1520,0.0718,857.51,1552.70,0.0116
c11s,0,zipf,read-heavy,1,100000,1,64,1000000,58021076,17.2351,17.2351,0.3582,56.58,87.48,0.0000
c11s,0,zipf,read-heavy,1,100000,2,64,2000000,73456780,27.2269,13.6134,0.3563,69.26,144.87,0.0011
c11s,0,zipf,read-heavy,1,100000,4,64,4000000,111022014,36.0289,9.0072,0.3559,99.46,236.23,0.0043
c11s,0,zipf,read-heavy,1,100000,8,64,8000000,307542403,26.0127,3.2516,0.3553,278.84,649.83,0.0099
c11s,0,zipf,read-heavy,1,100000,16,64,16000000,868928881,18.4135,1.1508,0.3550,858.71,1425.16,0.0047
c11s,0,zipf,read-heavy,1.2,100000,1,64,1000000,57912452,17.2674,17.2674,0.6225,56.82,75.69,0.0000
c11s,0,zipf,read-heavy,1.2,100000,2,64,2000000,70937172,28.1940,14.0970,0.6227,68.16,132.57,0.0004
c11s,0,zipf,read-heavy,1.2,100000,4,64,4000000,106816622,37.4474,9.3618,0.6217,97.84,188.42,0.0056
c11s,0,zipf,read-heavy,1.2,100000,8,64,8000000,266186262,30.0541,3.7568,0.6174,242.48,583.37,0.0111
c11s,0,zipf,read-heavy,1.2,100000,16,64,16000000,799836974,20.0041,1.2503,0.6184,792.51,1358.50,0.0064
c11s,0,adversarial-hot,read-heavy,1,1,1,64,1000000,12468736,80.2006,80.2006,0.9500,12.25,18.52,0.0000
c11s,0,adversarial-hot,read-heavy,1,1,2,64,2000000,29715721,67.3044,33.6522,0.9338,29.21,53.76,0.0049
c11s,0,adversarial-hot,read-heavy,1,1,4,64,4000000,63979698,62.5198,15.6300,0.8867,61.52,137.05,0.0106
c11s,0,adversarial-hot,read-heavy,1,1,8,64,8000000,178731434,44.7599,5.5950,0.8442,149.83,517.93,0.0093
c11s,0,adversarial-hot,read-heavy,1,1,16,64,16000000,539777796,29.6418,1.8526,0.8695,518.25,1095.72,0.0088
c11s,0,uniform,read-heavy,1,100000,1,64,1000000,16988229,58.8643,58.8643,0.0000,16.83,25.99,0.0000
c11s,0,uniform,read-heavy,1,100000,2,64,2000000,38557691,51.8703,25.9352,0.0000,37.69,73.34,0.0015
c11s,0,uniform,read-heavy,1,100000,4,64,4000000,102980147,38.8424,9.7106,0.0000,99.27,221.20,0.0105
c11s,0,uniform,read-heavy,1,100000,8,64,8000000,323880307,24.7005,3.0876,0.0000,297.95,726.25,0.0091
c11s,0,uniform,read-heavy,1,100000,16,64,16000000,821110839,19.4858,1.2179,0.0000,800.28,1438.18,0.0060
c11s,0,zipf,gim,0.7,100000,1,64,1000000,141333133,7.0755,7.0755,0.0748,138.16,196.27,0.0000
c11s,0,zipf,gim,0.7,100000,2,64,2000000,364431418,5.4880,2.7440,0.0767,356.06,596.26,0.0007
c11s,0,zipf,gim,0.7,100000,4,64,4000000,1188787783,3.3648,0.8412,0.0772,1189.31,1778.59,0.0092
c11s,0,zipf,gim,0.7,100000,8,64,8000000,3996524065,2.0017,0.2502,0.0756,3981.94,5526.07,0.0078
c11s,0,zipf,gim,0.7,100000,16,64,16000000,11188394456,1.4301,0.0894,0.0763,11174.88,13986.08,0.0041
c11s,0,zipf,gim,1,100000,1,64,1000000,115879219,8.6297,8.6297,0.3760,112.64,165.80,0.0000
c11s,0,zipf,gim,1,100000,2,64,2000000,286411090,6.9830,3.4915,0.3756,278.75,462.90,0.0104
c11s,0,zipf,gim,1,100000,4,64,4000000,928632333,4.3074,1.0769,0.3753,918.86,1431.21,0.0036
c11s,0,zipf,gim,1,100000,8,64,8000000,2790367303,2.8670,0.3584,0.3754,2764.10,4025.84,0.0029
c11s,0,zipf,gim,1,100000,16,64,16000000,7736353781,2.0682,0.1293,0.3753,7712.65,9957.16,0.0032
c11s,0,zipf,gim,1.2,100000,1,64,1000000,82875231,12.0663,12.0663,0.6562,81.62,104.76,0.0000
c11s,0,zipf,gim,1.2,100000,2,64,2000000,191296241,10.4550,5.2275,0.6570,185.02,307.81,0.0012
c11s,0,zipf,gim,1.2,100000,4,64,4000000,561522530,7.1235,1.7809,0.6564,555.90,859.87,0.0063
c11s,0,zipf,gim,1.2,100000,8,64,8000000,1668960911,4.7934,0.5992,0.6564,1644.15,2623.52,0.0078
c11s,0,zipf,gim,1.2,100000,16,64,16000000,4536714651,3.5268,0.2204,0.6564,4521.76,6273.54,0.0030
c11s,0,adversarial-hot,gim,1,1,1,64,1000000,11720311,85.3220,85.3220,1.0000,11.43,21.31,0.0000
c11s,0,adversarial-hot,gim,1,1,2,64,2000000,11608294,172.2906,86.1453,1.0000,11.43,16.94,0.0006
c11s,0,adversarial-hot,gim,1,1,4,64,4000000,11769544,339.8602,84.9651,1.0000,11.43,17.85,0.0064
c11s,0,adversarial-hot,gim,1,1,8,64,8000000,19784102,404.3651,50.5456,1.0000,11.44,39.65,0.1935
c11s,0,adversarial-hot,gim,1,1,16,64,16000000,28249284,566.3860,35.3991,1.0000,11.44,48.27,0.2403
c11s,0,uniform,gim,1,100000,1,64,1000000,93089580,10.7423,10.7423,0.0000,91.13,155.88,0.0000
c11s,0,uniform,gim,1,100000,2,64,2000000,290531259,6.8839,3.4420,0.0000,286.13,538.44,0.0196
c11s,0,uniform,gim,1,100000,4,64,4000000,983737714,4.0661,1.0165,0.0000,973.87,1676.33,0.0135
c11s,0,uniform,gim,1,100000,8,64,8000000,3247114771,2.4637,0.3080,0.0000,3222.13,4804.54,0.0050
c11s,0,uniform,gim,1,100000,16,64,16000000,9993532514,1.6010,0.1001,0.0000,9973.76,12936.21,0.0017
c12s,0,zipf,read-only,0.7,100000,1,64,1000000,45070083,22.1877,22.1877,0.0178,43.88,88.96,0.0000
c12s,0,zipf,read-only,0.7,100000,2,64,2000000,47162920,42.4062,21.2031,0.0219,44.47,106.81,0.0012
c12s,0,zipf,read-only,0.7,100000,4,64,4000000,48307404,82.8030,20.7008,0.0121,43.89,126.50,0.0217
c12s,0,zipf,read-only,0.7,100000,8,64,8000000,62678247,127.6360,15.9545,0.0210,44.15,150.57,0.0846
c12s,0,zipf,read-only,0.7,100000,16,64,16000000,98852911,161.8566,10.1160,0.0207,77.81,187.99,0.1173
c12s,0,zipf,read-only,1,100000,1,64,1000000,48662201,20.5498,20.5498,0.2301,46.51,87.54,0.0000
c12s,0,zipf,read-only,1,100000,2,64,2000000,48596738,41.1550,20.5775,0.2926,47.35,78.76,0.0041
c12s,0,zipf,read-only,1,100000,4,64,4000000,53176091,75.2218,18.8054,0.2321,46.20,114.27,0.0467
c12s,0,zipf,read-only,1,100000,8,64,8000000,74586771,107.2576,13.4072,0.2746,47.49,130.58,0.1206
c12s,0,zipf,read-only,1,100000,16,64,16000000,98116794,163.0710,10.1919,0.2536,71.28,142.19,0.0972
c12s,0,zipf,read-only,1.2,100000,1,64,1000000,54942272,18.2009,18.2009,0.5750,53.39,85.50,0.0000
c12s,0,zipf,read-only,1.2,100000,2,64,2000000,55893404,35.7824,17.8912,0.5638,53.06,81.22,0.0168
c12s,0,zipf,read-only,1.2,100000,4,64,4000000,59677853,67.0265,16.7566,0.5239,54.22,139.01,0.0174
c12s,0,zipf,read-only,1.2,100000,8,64,8000000,68012381,117.6256,14.7032,0.5685,54.36,136.75,0.0580
c12s,0,zipf,read-only,1.2,100000,16,64,16000000,105098532,152.2381,9.5149,0.5709,71.21,192.84,0.1227
c12s,0,adversarial-hot,read-only,1,1,1,64,1000000,11650404,85.8339,85.8339,1.0000,11.43,19.14,0.0000
c12s,0,adversarial-hot,read-only,1,1,2,64,2000000,11913427,167.8778,83.9389,1.0000,11.43,21.99,0.0063
c12s,0,adversarial-hot,read-only,1,1,4,64,4000000,11915149,335.7071,83.9268,1.0000,11.44,20.86,0.0064
c12s,0,adversarial-hot,read-only,1,1,8,64,8000000,19052021,419.9030,52.4879,1.0000,11.43,39.89,0.1751
c12s,0,adversarial-hot,read-only,1,1,16,64,16000000,28675022,557.9769,34.8736,1.0000,19.02,39.91,0.2669
c12s,0,uniform,read-only,1,100000,1,64,1000000,12522266,79.8578,79.8578,0.0006,12.14,20.23,0.0000
c12s,0,uniform,read-only,1,100000,2,64,2000000,12818082,156.0296,78.0148,0.0006,12.04,23.19,0.0175
c12s,0,uniform,read-only,1,100000,4,64,4000000,12401452,322.5429,80.6357,0.0006,11.97,20.01,0.0061
c12s,0,uniform,read-only,1,100000,8,64,8000000,20010393,399.7922,49.9740,0.0006,12.10,44.67,0.1503
c12s,0,uniform,read-only,1,100000,16,64,16000000,30256851,528.8059,33.0504,0.0006,20.71,42.62,0.1112
c12s,0,zipf,read-heavy,0.7,100000,1,64,1000000,81142501,12.3240,12.3240,0.0403,78.62,126.72,0.0000
c12s,0,zipf,read-heavy,0.7,100000,2,64,2000000,61596355,32.4695,16.2347,0.0403,58.38,117.12,0.0054
c12s,0,zipf,read-heavy,0.7,100000,4,64,4000000,78693812,50.8299,12.7075,0.0401,74.34,159.40,0.0079
c12s,0,zipf,read-heavy,0.7,100000,8,64,8000000,133493661,59.9279,7.4910,0.0400,108.93,262.36,0.0633
c12s,0,zipf,read-heavy,0.7,100000,16,64,16000000,214804035,74.4865,4.6554,0.0399,173.85,456.71,0.0726
c12s,0,zipf,read-heavy,1,100000,1,64,1000000,55764902,17.9324,17.9324,0.3236,53.73,91.79,0.0000
c12s,0,zipf,read-heavy,1,100000,2,64,2000000,68147029,29.3483,14.6742,0.3234,65.54,109.45,0.0055
c12s,0,zipf,read-heavy,1,100000,4,64,4000000,83472351,47.9201,11.9800,0.3222,78.52,168.28,0.0089
c12s,0,zipf,read-heavy,1,100000,8,64,8000000,140061833,57.1176,7.1397,0.3211,123.57,262.51,0.0343
c12s,0,zipf,read-heavy,1,100000,16,64,16000000,235187590,68.0308,4.2519,0.3193,189.99,439.88,0.0596
c12s,0,zipf,read-heavy,1.2,100000,1,64,1000000,60878545,16.4261,16.4261,0.6046,58.89,94.25,0.0000
c12s,0,zipf,read-heavy,1.2,100000,2,64,2000000,72229770,27.6894,13.8447,0.6033,68.69,124.78,0.0128
c12s,0,zipf,read-heavy,1.2,100000,4,64,4000000,84320129,47.4383,11.8596,0.6014,81.62,116.32,0.0078
c12s,0,zipf,read-heavy,1.2,100000,8,64,8000000,138680176,57.6867,7.2108,0.6003,128.50,246.42,0.0391
c12s,0,zipf,read-heavy,1.2,100000,16,64,16000000,238963779,66.9558,4.1847,0.5985,194.68,449.29,0.0709
c12s,0,adversarial-hot,read-heavy,1,1,1,64,1000000,12480199,80.1269,80.1269,0.9500,11.95,23.20,0.0000
c12s,0,adversarial-hot,read-heavy,1,1,2,64,2000000,23337719,85.6982,42.8491,0.9497,22.75,34.39,0.0049
c12s,0,adversarial-hot,read-heavy,1,1,4,64,4000000,40015189,99.9620,24.9905,0.9500,38.80,75.52,0.0117
c12s,0,adversarial-hot,read-heavy,1,1,8,64,8000000,97760643,81.8325,10.2291,0.9500,84.54,252.08,0.0552
c12s,0,adversarial-hot,read-heavy,1,1,16,64,16000000,188266352,84.9860,5.3116,0.9500,164.21,430.80,0.0570
c12s,0,uniform,read-heavy,1,100000,1,64,1000000,15236188,65.6332,65.6332,0.0000,14.93,22.34,0.0000
c12s,0,uniform,read-heavy,1,100000,2,64,2000000,28499094,70.1777,35.0888,0.0000,28.11,40.52,0.0008
c12s,0,uniform,read-heavy,1,100000,4,64,4000000,46368425,86.2656,21.5664,0.0000,44.55,69.33,0.0175
c12s,0,uniform,read-heavy,1,100000,8,64,8000000,83297791,96.0410,12.0051,0.0000,78.75,129.10,0.0429
c12s,0,uniform,read-heavy,1,100000,16,64,16000000,149323043,107.1502,6.6969,0.0000,127.82,237.89,0.0647
c12s,0,zipf,gim,0.7,100000,1,64,1000000,119500293,8.3682,8.3682,0.0176,114.43,202.91,0.0000
c12s,0,zipf,gim,0.7,100000,2,64,2000000,256818066,7.7876,3.8938,0.0175,254.58,385.43,0.0086
c12s,0,zipf,gim,0.7,100000,4,64,4000000,515579372,7.7583,1.9396,0.0172,514.92,724.53,0.0054
c12s,0,zipf,gim,0.7,100000,8,64,8000000,927445439,8.6258,1.0782,0.0168,903.29,1284.74,0.0053
c12s,0,zipf,gim,0.7,100000,16,64,16000000,1638922355,9.7625,0.6102,0.0163,1338.44,4092.44,0.0558
c12s,0,zipf,gim,1,100000,1,64,1000000,104613281,9.5590,9.5590,0.2619,101.95,148.44,0.0000
c12s,0,zipf,gim,1,100000,2,64,2000000,231979425,8.6215,4.3107,0.2605,229.09,323.38,0.0008
c12s,0,zipf,gim,1,100000,4,64,4000000,431976706,9.2598,2.3149,0.2591,426.41,666.63,0.0059
c12s,0,zipf,gim,1,100000,8,64,8000000,819046075,9.7675,1.2209,0.2559,797.94,1220.85,0.0115
c12s,0,zipf,gim,1,100000,16,64,16000000,1403338197,11.4014,0.7126,0.2518,1177.45,3109.62,0.0520
c12s,0,zipf,gim,1.2,100000,1,64,1000000,91670302,10.9087,10.9087,0.5708,87.40,193.71,0.0000
c12s,0,zipf,gim,1.2,100000,2,64,2000000,177229595,11.2848,5.6424,0.5701,173.28,278.00,0.0057
c12s,0,zipf,gim,1.2,100000,4,64,4000000,300597756,13.3068,3.3267,0.5681,293.56,456.81,0.0030
c12s,0,zipf,gim,1.2,100000,8,64,8000000,558356630,14.3278,1.7910,0.5647,547.86,809.93,0.0119
c12s,0,zipf,gim,1.2,100000,16,64,16000000,989667136,16.1671,1.0104,0.5594,858.89,2352.58,0.0501
c12s,0,adversarial-hot,gim,1,1,1,64,1000000,11816671,84.6262,84.6262,1.0000,11.46,18.98,0.0000
c12s,0,adversarial-hot,gim,1,1,2,64,2000000,11710732,170.7835,85.3918,1.0000,11.46,18.77,0.0055
c12s,0,adversarial-hot,gim,1,1,4,64,4000000,12110087,330.3032,82.5758,1.0000,11.48,21.94,0.0173
c12s,0,adversarial-hot,gim,1,1,8,64,8000000,16988591,470.9043,58.8630,1.0000,11.47,38.20,0.1577
c12s,0,adversarial-hot,gim,1,1,16,64,16000000,28064519,570.1149,35.6322,1.0000,11.50,40.48,0.2516
c12s,0,uniform,gim,1,100000,1,64,1000000,67799158,14.7494,14.7494,0.0000,65.83,106.84,0.0000
c12s,0,uniform,gim,1,100000,2,64,2000000,260656857,7.6729,3.8365,0.0000,263.92,356.76,0.0060
c12s,0,uniform,gim,1,100000,4,64,4000000,539193619,7.4185,1.8546,0.0000,537.37,693.57,0.0087
c12s,0,uniform,gim,1,100000,8,64,8000000,911371594,8.7780,1.0972,0.0000,856.21,1217.93,0.0222
c12s,0,uniform,gim,1,100000,16,64,16000000,1658815984,9.6454,0.6028,0.0000,1387.34,4101.57,0.0656
