variant,op_mix,workload_label,threads,aggregate_mops,mops_min_per_thread,hit_ratio,p50_chunk_ns,p99_chunk_ns,cv
c11s,read-heavy,zipf-0.7,2,27.5499,13.775,0.072,68.81,140.13,0.0002
c11s,read-heavy,zipf-0.7,4,37.1881,9.297,0.0732,97.82,215.58,0.0042
c11s,read-heavy,zipf-0.7,8,24.5437,3.068,0.0726,293.41,678.25,0.011
c11s,read-heavy,zipf-0.7,16,18.4321,1.152,0.0718,857.51,1552.7,0.0116
c12s,read-heavy,zipf-0.7,1,12.324,12.324,0.0403,78.62,126.72,0.0
c12s,read-heavy,zipf-0.7,2,32.4695,16.2347,0.0403,58.38,117.12,0.0054
c12s,read-heavy,zipf-0.7,4,50.8299,12.7075,0.0401,74.34,159.4,0.0079
c12s,read-heavy,zipf-0.7,8,59.9279,7.491,0.04,108.93,262.36,0.0633
c12s,read-heavy,zipf-0.7,16,74.4865,4.6554,0.0399,173.85,456.71,0.0726
c8,read-heavy,zipf-0.7,1,17.2005,17.2005,0.0701,56.59,91.5,0.0
c8,read-heavy,zipf-0.7,2,25.267,12.6335,0.0729,73.7,183.69,0.0027
c8,read-heavy,zipf-0.7,4,39.6461,9.9115,0.0728,97.21,174.01,0.0067
c8,read-heavy,zipf-0.7,8,34.1004,4.2626,0.0735,206.39,517.51,0.0093
c8,read-heavy,zipf-0.7,16,21.7545,1.3597,0.072,728.99,1264.08,0.0109
c11s,read-heavy,zipf-1.0,1,17.2351,17.2351,0.3582,56.58,87.48,0.0
c11s,read-heavy,zipf-1.0,2,27.2269,13.6134,0.3563,69.26,144.87,0.0011
c11s,read-heavy,zipf-1.0,4,36.0289,9.0072,0.3559,99.46,236.23,0.0043
c11s,read-heavy,zipf-1.0,8,26.0127,3.2516,0.3553,278.84,649.83,0.0099
c11s,read-heavy,zipf-1.0,16,18.4135,1.1508,0.355,858.71,1425.16,0.0047
c12s,read-heavy,zipf-1.0,1,17.9324,17.9324,0.3236,53.73,91.79,0.0
c12s,read-heavy,zipf-1.0,2,29.3483,14.6742,0.3234,65.54,109.45,0.0055
c12s,read-heavy,zipf-1.0,4,47.9201,11.98,0.3222,78.52,168.28,0.0089
c12s,read-heavy,zipf-1.0,8,57.1176,7.1397,0.3211,123.57,262.51,0.0343
c12s,read-heavy,zipf-1.0,16,68.0308,4.2519,0.3193,189.99,439.88,0.0596
c8,read-heavy,zipf-1.0,1,16.3395,16.3395,0.3582,59.75,84.82,0.0
c8,read-heavy,zipf-1.0,2,22.57,11.285,0.357,87.3,123.71,0.003
c8,read-heavy,zipf-1.0,4,28.1512,7.0378,0.3552,137.13,240.22,0.0151
c8,read-heavy,zipf-1.0,8,27.7661,3.4708,0.3547,260.71,500.99,0.0111
c8,read-heavy,zipf-1.0,16,21.0607,1.3163,0.3552,743.94,1212.7,0.0055
c11s,read-heavy,zipf-1.2,1,17.2674,17.2674,0.6225,56.82,75.69,0.0
c11s,read-heavy,zipf-1.2,2,28.194,14.097,0.6227,68.16,132.57,0.0004
c11s,read-heavy,zipf-1.2,4,37.4474,9.3618,0.6217,97.84,188.42,0.0056
c11s,read-heavy,zipf-1.2,8,30.0541,3.7568,0.6174,242.48,583.37,0.0111
c11s,read-heavy,zipf-1.2,16,20.0041,1.2503,0.6184,792.51,1358.5,0.0064
c12s,read-heavy,zipf-1.2,1,16.4261,16.4261,0.6046,58.89,94.25,0.0
c12s,read-heavy,zipf-1.2,2,27.6894,13.8447,0.6033,68.69,124.78,0.0128
c12s,read-heavy,zipf-1.2,4,47.4383,11.8596,0.6014,81.62,116.32,0.0078
c12s,read-heavy,zipf-1.2,8,57.6867,7.2108,0.6003,128.5,246.42,0.0391
c12s,read-heavy,zipf-1.2,16,66.9558,4.1847,0.5985,194.68,449.29,0.0709
c8,read-heavy,zipf-1.2,1,16.3485,16.3485,0.6225,59.23,94.62,0.0
c8,read-heavy,zipf-1.2,2,19.8916,9.9458,0.6225,97.9,142.82,0.0079
c8,read-heavy,zipf-1.2,4,22.6183,5.6546,0.6201,170.57,267.36,0.0149
c8,read-heavy,zipf-1.2,8,24.7364,3.0921,0.6171,299.48,521.29,0.0129
c8,read-heavy,zipf-1.2,16,21.8453,1.3653,0.6145,712.95,1202.11,0.0048
c11s,read-only,adversarial-hot,1,85.0425,85.0425,1.0,11.5,17.09,0.0
c11s,read-only,adversarial-hot,2,152.6909,76.3455,1.0,11.49,18.48,0.008
c11s,read-only,adversarial-hot,4,311.8878,77.9719,1.0,11.49,30.88,0.0232
c11s,read-only,adversarial-hot,8,459.3067,57.4133,1.0,11.48,37.23,0.1267
c11s,read-only,adversarial-hot,16,540.1771,33.7611,1.0,19.07,58.01,0.2042
c12s,read-only,adversarial-hot,1,85.8339,85.8339,1.0,11.43,19.14,0.0
c12s,read-only,adversarial-hot,2,167.8778,83.9389,1.0,11.43,21.99,0.0063
c12s,read-only,adversarial-hot,4,335.7071,83.9268,1.0,11.44,20.86,0.0064
c12s,read-only,adversarial-hot,8,419.903,52.4879,1.0,11.43,39.89,0.1751
c12s,read-only,adversarial-hot,16,557.9769,34.8736,1.0,19.02,39.91,0.2669
c8,read-only,adversarial-hot,1,64.514,64.514,1.0,15.09,23.87,0.0
c8,read-only,adversarial-hot,2,30.9492,15.4746,1.0,65.59,120.55,0.0059
c8,read-only,adversarial-hot,4,26.7359,6.684,1.0,138.19,268.81,0.0503
c8,read-only,adversarial-hot,8,30.1849,3.7731,1.0,209.86,829.52,0.0581
c8,read-only,adversarial-hot,16,30.0319,1.877,1.0,434.97,1662.97,0.082
c11s,read-only,uniform,1,75.5959,75.5959,0.0006,12.86,21.08,0.0
c11s,read-only,uniform,2,145.5725,72.7863,0.0006,12.82,30.71,0.0104
c11s,read-only,uniform,4,276.8389,69.2097,0.0006,12.85,24.24,0.0367
c11s,read-only,uniform,8,361.8145,45.2268,0.0006,12.81,46.51,0.1496
c11s,read-only,uniform,16,537.1756,33.5735,0.0006,22.31,45.57,0.2053
c12s,read-only,uniform,1,79.8578,79.8578,0.0006,12.14,20.23,0.0
c12s,read-only,uniform,2,156.0296,78.0148,0.0006,12.04,23.19,0.0175
c12s,read-only,uniform,4,322.5429,80.6357,0.0006,11.97,20.01,0.0061
c12s,read-only,uniform,8,399.7922,49.974,0.0006,12.1,44.67,0.1503
c12s,read-only,uniform,16,528.8059,33.0504,0.0006,20.71,42.62,0.1112
c8,read-only,uniform,1,68.3685,68.3685,0.0006,14.2,24.97,0.0
c8,read-only,uniform,2,64.1183,32.0591,0.0006,22.62,63.08,0.1275
c8,read-only,uniform,4,91.6911,22.9228,0.0006,22.75,83.47,0.4317
c8,read-only,uniform,8,182.3916,22.799,0.0006,18.01,68.09,0.3531
c8,read-only,uniform,16,343.1542,21.4471,0.0006,25.29,87.18,0.2107
c11s,read-only,zipf-0.7,1,20.2835,20.2835,0.0729,47.72,75.41,0.0
c11s,read-only,zipf-0.7,2,40.1227,20.0613,0.0698,47.28,104.28,0.0047
c11s,read-only,zipf-0.7,4,76.6298,19.1574,0.0736,47.44,115.84,0.0176
c11s,read-only,zipf-0.7,8,108.9009,13.6126,0.0725,47.64,155.93,0.155
c11s,read-only,zipf-0.7,16,144.4695,9.0293,0.0745,83.22,168.16,0.1146
c12s,read-only,zipf-0.7,1,22.1877,22.1877,0.0178,43.88,88.96,0.0
c12s,read-only,zipf-0.7,2,42.4062,21.2031,0.0219,44.47,106.81,0.0012
c12s,read-only,zipf-0.7,4,82.803,20.7008,0.0121,43.89,126.5,0.0217
c12s,read-only,zipf-0.7,8,127.636,15.9545,0.021,44.15,150.57,0.0846
c12s,read-only,zipf-0.7,16,161.8566,10.116,0.0207,77.81,187.99,0.1173
c8,read-only,zipf-0.7,1,19.3047,19.3047,0.0729,50.22,81.38,0.0
c8,read-only,zipf-0.7,2,33.2316,16.6158,0.0713,56.07,137.01,0.0016
c8,read-only,zipf-0.7,4,59.489,14.8723,0.0716,63.02,141.95,0.008
c8,read-only,zipf-0.7,8,75.9992,9.4999,0.0725,81.95,207.21,0.0611
c8,read-only,zipf-0.7,16,96.3834,6.024,0.0745,137.88,321.86,0.0652
c11s,read-only,zipf-1.0,1,19.0789,19.0789,0.3706,51.45,66.94,0.0
c11s,read-only,zipf-1.0,2,35.5653,17.7827,0.3808,51.95,106.4,0.013
c11s,read-only,zipf-1.0,4,54.5246,13.6311,0.3766,53.23,150.23,0.056
c11s,read-only,zipf-1.0,8,103.1594,12.8949,0.3784,53.96,141.83,0.1024
c11s,read-only,zipf-1.0,16,134.9728,8.4358,0.3769,76.26,185.86,0.1114
c12s,read-only,zipf-1.0,1,20.5498,20.5498,0.2301,46.51,87.54,0.0
c12s,read-only,zipf-1.0,2,41.155,20.5775,0.2926,47.35,78.76,0.0041
c12s,read-only,zipf-1.0,4,75.2218,18.8054,0.2321,46.2,114.27,0.0467
c12s,read-only,zipf-1.0,8,107.2576,13.4072,0.2746,47.49,130.58,0.1206
c12s,read-only,zipf-1.0,16,163.071,10.1919,0.2536,71.28,142.19,0.0972
c8,read-only,zipf-1.0,1,17.8874,17.8874,0.3706,54.84,83.19,0.0
c8,read-only,zipf-1.0,2,25.2088,12.6044,0.3845,76.98,134.67,0.0013
c8,read-only,zipf-1.0,4,33.1316,8.2829,0.3766,116.0,242.79,0.0039
c8,read-only,zipf-1.0,8,37.1948,4.6494,0.3784,201.6,392.61,0.0119
c8,read-only,zipf-1.0,16,44.2245,2.764,0.3769,301.23,704.84,0.0579
c11s,read-only,zipf-1.2,1,18.4527,18.4527,0.6607,53.09,72.35,0.0
c11s,read-only,zipf-1.2,2,35.3152,17.6576,0.6645,53.39,112.39,0.0074
c11s,read-only,zipf-1.2,4,69.9108,17.4777,0.6515,53.42,105.68,0.0159
c11s,read-only,zipf-1.2,8,106.5728,13.3216,0.6598,71.21,127.2,0.0459
c11s,read-only,zipf-1.2,16,154.4405,9.6525,0.6595,71.37,139.07,0.1078
c12s,read-only,zipf-1.2,1,18.2009,18.2009,0.575,53.39,85.5,0.0
c12s,read-only,zipf-1.2,2,35.7824,17.8912,0.5638,53.06,81.22,0.0168
c12s,read-only,zipf-1.2,4,67.0265,16.7566,0.5239,54.22,139.01,0.0174
c12s,read-only,zipf-1.2,8,117.6256,14.7032,0.5685,54.36,136.75,0.058
c12s,read-only,zipf-1.2,16,152.2381,9.5149,0.5709,71.21,192.84,0.1227
c8,read-only,zipf-1.2,1,17.6403,17.6403,0.6607,55.02,90.51,0.0
c8,read-only,zipf-1.2,2,22.3137,11.1568,0.6606,88.18,124.94,0.0036
c8,read-only,zipf-1.2,4,27.6918,6.923,0.6515,139.61,256.25,0.0107
c8,read-only,zipf-1.2,8,29.0787,3.6348,0.6598,262.4,431.49,0.0058
c8,read-only,zipf-1.2,16,35.7662,2.2354,0.6595,340.0,1630.38,0.0691
