variant,op_mix,workload_label,threads,aggregate_mops,mops_min_per_thread,hit_ratio,p50_chunk_ns,p99_chunk_ns,cv
c10s,read-heavy,zipf-1.2,16,18.564,1.1603,0.6197,850.72,1430.27,0.0063
c11s,read-heavy,zipf-1.2,1,17.271,17.271,0.6225,56.14,96.63,0.0
c11s,read-heavy,zipf-1.2,2,28.0876,14.0438,0.6231,68.93,125.15,0.0003
c11s,read-heavy,zipf-1.2,4,36.4279,9.107,0.6205,100.23,218.93,0.0037
c11s,read-heavy,zipf-1.2,8,28.7981,3.5998,0.6179,251.62,625.41,0.0105
c11s,read-heavy,zipf-1.2,16,19.0769,1.1923,0.619,828.92,1444.68,0.009
c8,read-heavy,zipf-1.2,1,16.8474,16.8474,0.6225,58.26,75.78,0.0
c8,read-heavy,zipf-1.2,2,20.1118,10.0559,0.6218,96.54,187.3,0.007
c8,read-heavy,zipf-1.2,4,23.5776,5.8944,0.6204,164.73,241.82,0.0234
c8,read-heavy,zipf-1.2,8,23.6007,2.9501,0.6175,304.77,608.78,0.0135
c8,read-heavy,zipf-1.2,16,19.7467,1.2342,0.6153,787.24,1363.72,0.0055
c10s,read-only,adversarial-hot,1,75.8449,75.8449,1.0,13.0,19.23,0.0
c10s,read-only,adversarial-hot,2,46.8883,23.4441,1.0,41.81,59.15,0.0158
c10s,read-only,adversarial-hot,4,45.3042,11.326,1.0,89.55,140.78,0.0213
c10s,read-only,adversarial-hot,8,42.4788,5.3098,1.0,146.89,717.05,0.0644
c10s,read-only,adversarial-hot,16,54.0319,3.377,1.0,201.95,1340.06,0.124
c11s,read-only,adversarial-hot,1,95.078,95.078,1.0,10.33,16.79,0.0
c11s,read-only,adversarial-hot,2,187.1803,93.5902,1.0,10.34,17.59,0.008
c11s,read-only,adversarial-hot,4,370.0803,92.5201,1.0,10.33,14.81,0.0141
c11s,read-only,adversarial-hot,8,412.3683,51.546,1.0,10.34,57.67,0.1527
c11s,read-only,adversarial-hot,16,594.0094,37.1256,1.0,10.35,47.12,0.232
c8,read-only,adversarial-hot,1,80.1464,80.1464,1.0,12.32,17.69,0.0
c8,read-only,adversarial-hot,2,41.6432,20.8216,1.0,50.03,110.0,0.0277
c8,read-only,adversarial-hot,4,31.6844,7.9211,1.0,126.22,193.32,0.034
c8,read-only,adversarial-hot,8,31.7135,3.9642,1.0,229.71,624.42,0.0365
c8,read-only,adversarial-hot,16,35.2012,2.2001,1.0,284.06,2277.53,0.0935
c10s,read-only,uniform,1,74.9349,74.9349,0.0006,11.77,53.52,0.0
c10s,read-only,uniform,2,165.4315,82.7157,0.0006,11.74,18.99,0.0077
c10s,read-only,uniform,4,307.6419,76.9105,0.0006,11.66,28.84,0.0207
c10s,read-only,uniform,8,405.4782,50.6848,0.0006,11.8,42.34,0.1521
c10s,read-only,uniform,16,582.6201,36.4138,0.0006,20.33,36.56,0.2246
c11s,read-only,uniform,1,79.4107,79.4107,0.0006,12.36,18.9,0.0
c11s,read-only,uniform,2,157.8819,78.941,0.0006,12.37,18.76,0.0054
c11s,read-only,uniform,4,310.9557,77.7389,0.0006,12.28,21.57,0.0109
c11s,read-only,uniform,8,395.3281,49.416,0.0006,12.37,36.34,0.181
c11s,read-only,uniform,16,545.5718,34.0982,0.0006,21.32,38.75,0.2812
c8,read-only,uniform,1,83.5912,83.5912,0.0006,11.55,22.55,0.0
c8,read-only,uniform,2,73.9492,36.9746,0.0006,20.19,55.45,0.1037
c8,read-only,uniform,4,114.6568,28.6642,0.0006,20.19,70.57,0.4518
c8,read-only,uniform,8,219.5268,27.4408,0.0006,12.03,78.7,0.357
c8,read-only,uniform,16,423.274,26.4546,0.0006,19.73,79.76,0.2146
c10s,read-only,zipf-0.7,1,19.3704,19.3704,0.0729,50.32,67.49,0.0
c10s,read-only,zipf-0.7,2,38.8676,19.4338,0.0709,50.22,70.18,0.004
c10s,read-only,zipf-0.7,4,72.2102,18.0526,0.0708,50.54,139.51,0.0087
c10s,read-only,zipf-0.7,8,103.236,12.9045,0.0725,53.8,174.83,0.0688
c10s,read-only,zipf-0.7,16,129.2657,8.0791,0.0745,90.77,236.4,0.0992
c11s,read-only,zipf-0.7,1,21.4596,21.4596,0.0729,45.3,84.05,0.0
c11s,read-only,zipf-0.7,2,40.1457,20.0728,0.0684,47.98,88.56,0.0114
c11s,read-only,zipf-0.7,4,75.2189,18.8047,0.0754,49.17,103.32,0.0134
c11s,read-only,zipf-0.7,8,95.0353,11.8794,0.0725,50.28,204.8,0.1004
c11s,read-only,zipf-0.7,16,137.7719,8.6107,0.0745,85.39,200.19,0.1063
c8,read-only,zipf-0.7,1,20.1799,20.1799,0.0729,45.84,142.81,0.0
c8,read-only,zipf-0.7,2,35.7888,17.8944,0.0668,49.86,168.95,0.03
c8,read-only,zipf-0.7,4,60.3568,15.0892,0.0736,59.76,123.12,0.027
c8,read-only,zipf-0.7,8,85.7056,10.7132,0.0725,83.1,177.14,0.0409
c8,read-only,zipf-0.7,16,98.8316,6.177,0.0745,130.43,266.41,0.0656
c10s,read-only,zipf-1.0,1,18.8351,18.8351,0.3706,50.96,100.26,0.0
c10s,read-only,zipf-1.0,2,37.0315,18.5158,0.3712,52.42,91.12,0.0013
c10s,read-only,zipf-1.0,4,65.8394,16.4599,0.3766,57.79,122.91,0.0056
c10s,read-only,zipf-1.0,8,80.2252,10.0281,0.3784,87.04,206.33,0.0379
c10s,read-only,zipf-1.0,16,97.037,6.0648,0.3769,122.07,360.26,0.099
c11s,read-only,zipf-1.0,1,18.2973,18.2973,0.3706,53.77,72.43,0.0
c11s,read-only,zipf-1.0,2,35.2403,17.6201,0.3779,53.81,136.61,0.0023
c11s,read-only,zipf-1.0,4,69.7124,17.4281,0.3766,54.17,106.67,0.0104
c11s,read-only,zipf-1.0,8,107.1728,13.3966,0.3784,55.04,156.34,0.06
c11s,read-only,zipf-1.0,16,130.3382,8.1461,0.3769,78.63,249.18,0.1363
c8,read-only,zipf-1.0,1,19.3904,19.3904,0.3706,49.62,94.46,0.0
c8,read-only,zipf-1.0,2,27.7263,13.8631,0.3791,70.68,100.88,0.0044
c8,read-only,zipf-1.0,4,34.895,8.7238,0.3766,111.35,227.56,0.0119
c8,read-only,zipf-1.0,8,42.3573,5.2947,0.3784,182.74,311.97,0.0144
c8,read-only,zipf-1.0,16,49.808,3.113,0.3769,267.29,754.9,0.049
c10s,read-only,zipf-1.2,1,18.1088,18.1088,0.6607,53.67,93.17,0.0
c10s,read-only,zipf-1.2,2,33.0925,16.5463,0.6565,58.82,104.84,0.0003
c10s,read-only,zipf-1.2,4,48.5551,12.1388,0.6515,80.41,129.38,0.0054
c10s,read-only,zipf-1.2,8,57.0399,7.13,0.6598,133.15,279.61,0.0127
c10s,read-only,zipf-1.2,16,64.4709,4.0294,0.6595,169.85,679.7,0.114
c11s,read-only,zipf-1.2,1,17.1594,17.1594,0.6607,57.03,82.76,0.0
c11s,read-only,zipf-1.2,2,33.1447,16.5724,0.662,57.75,100.24,0.0046
c11s,read-only,zipf-1.2,4,68.3596,17.0899,0.6515,56.83,81.1,0.0052
c11s,read-only,zipf-1.2,8,104.9499,13.1187,0.6598,58.3,172.04,0.0663
c11s,read-only,zipf-1.2,16,142.7439,8.9215,0.6595,73.98,160.94,0.1001
c8,read-only,zipf-1.2,1,18.9848,18.9848,0.6607,50.58,85.36,0.0
c8,read-only,zipf-1.2,2,22.967,11.4835,0.6609,81.85,149.37,0.0233
c8,read-only,zipf-1.2,4,27.7767,6.9442,0.6515,140.72,203.73,0.0132
c8,read-only,zipf-1.2,8,30.0408,3.7551,0.6598,255.18,461.12,0.0161
c8,read-only,zipf-1.2,16,36.3243,2.2703,0.6595,322.26,1160.94,0.1034
