variant,trial,workload,op_mix,skew,keys,threads,cap,ops,total_elapsed_ns,aggregate_mops,mops_min_per_thread,hit_ratio,p50_chunk_ns,p99_chunk_ns,thread_throughput_cv
c11s,0,adversarial-hot,read-only,1,1,4,64,4000000,15258048,262.1567,65.5392,1.0000,11.94,18.81,0.0866
c11s,0,adversarial-hot,read-only,1,1,8,64,8000000,19562549,408.9447,51.1181,1.0000,11.92,36.09,0.1645
c11s,0,adversarial-hot,read-only,1,1,16,64,16000000,29682050,539.0463,33.6904,1.0000,11.93,54.87,0.2278
c11s,0,uniform,read-only,1,100000,1,64,1000000,15338391,65.1959,65.1959,0.0006,15.04,21.89,0.0000
c11s,0,uniform,read-only,1,100000,2,64,2000000,15687739,127.4881,63.7440,0.0006,15.01,22.52,0.0188
c11s,0,uniform,read-only,1,100000,4,64,4000000,15398618,259.7636,64.9409,0.0006,14.93,24.09,0.0072
c11s,0,uniform,read-only,1,100000,8,64,8000000,26042666,307.1882,38.3985,0.0006,15.10,52.03,0.1770
c11s,0,uniform,read-only,1,100000,16,64,16000000,39771334,402.2998,25.1437,0.0006,25.28,61.42,0.2352
c11s,0,zipf,read-heavy,0.7,100000,1,64,1000000,58173407,17.1900,17.1900,0.0701,56.83,88.56,0.0000
c11s,0,zipf,read-heavy,0.7,100000,2,64,2000000,74069759,27.0016,13.5008,0.0735,71.26,132.89,0.0048
c11s,0,zipf,read-heavy,0.7,100000,4,64,4000000,120966745,33.0669,8.2667,0.0702,110.34,249.17,0.0108
c11s,0,zipf,read-heavy,0.7,100000,8,64,8000000,331200527,24.1546,3.0193,0.0717,301.88,678.91,0.0090
c11s,0,zipf,read-heavy,0.7,100000,16,64,16000000,952225709,16.8027,1.0502,0.0723,941.42,1538.04,0.0066
c11s,0,zipf,read-heavy,1,100000,1,64,1000000,62454670,16.0116,16.0116,0.3582,59.87,97.19,0.0000
c11s,0,zipf,read-heavy,1,100000,2,64,2000000,78590726,25.4483,12.7241,0.3548,75.12,141.25,0.0040
c11s,0,zipf,read-heavy,1,100000,4,64,4000000,109063913,36.6757,9.1689,0.3548,100.63,186.74,0.0119
c11s,0,zipf,read-heavy,1,100000,8,64,8000000,306929810,26.0646,3.2581,0.3547,276.67,667.25,0.0113
c11s,0,zipf,read-heavy,1,100000,16,64,16000000,915541660,17.4760,1.0922,0.3552,904.21,1498.26,0.0083
c11s,0,zipf,read-heavy,1.2,100000,1,64,1000000,60015563,16.6623,16.6623,0.6225,59.33,83.52,0.0000
c11s,0,zipf,read-heavy,1.2,100000,2,64,2000000,73385554,27.2533,13.6267,0.6226,71.66,118.56,0.0009
c11s,0,zipf,read-heavy,1.2,100000,4,64,4000000,106578303,37.5311,9.3828,0.6211,96.35,233.50,0.0027
c11s,0,zipf,read-heavy,1.2,100000,8,64,8000000,290493517,27.5393,3.4424,0.6168,258.76,632.99,0.0102
c11s,0,zipf,read-heavy,1.2,100000,16,64,16000000,828131509,19.3206,1.2075,0.6176,817.96,1474.57,0.0130
c11s,0,adversarial-hot,read-heavy,1,1,1,64,1000000,13092512,76.3795,76.3795,0.9500,12.89,19.89,0.0000
c11s,0,adversarial-hot,read-heavy,1,1,2,64,2000000,30181156,66.2665,33.1333,0.9384,29.25,67.08,0.0051
c11s,0,adversarial-hot,read-heavy,1,1,4,64,4000000,59129630,67.6480,16.9120,0.9112,55.74,134.27,0.0153
c11s,0,adversarial-hot,read-heavy,1,1,8,64,8000000,170784464,46.8427,5.8553,0.8726,139.21,534.60,0.0114
c11s,0,adversarial-hot,read-heavy,1,1,16,64,16000000,610166181,26.2224,1.6389,0.8709,585.88,1209.79,0.0072
c11s,0,uniform,read-heavy,1,100000,1,64,1000000,19398242,51.5511,51.5511,0.0000,19.34,26.58,0.0000
c11s,0,uniform,read-heavy,1,100000,2,64,2000000,40976765,48.8081,24.4041,0.0000,40.00,80.23,0.0022
c11s,0,uniform,read-heavy,1,100000,4,64,4000000,114569394,34.9133,8.7283,0.0000,110.54,208.77,0.0133
c11s,0,uniform,read-heavy,1,100000,8,64,8000000,342189721,23.3788,2.9224,0.0000,311.81,787.63,0.0047
c11s,0,uniform,read-heavy,1,100000,16,64,16000000,860618566,18.5913,1.1620,0.0000,838.52,1498.60,0.0075
c11s,0,zipf,gim,0.7,100000,1,64,1000000,142036274,7.0405,7.0405,0.0748,141.38,188.62,0.0000
c11s,0,zipf,gim,0.7,100000,2,64,2000000,380188463,5.2605,2.6303,0.0761,375.72,506.66,0.0001
c11s,0,zipf,gim,0.7,100000,4,64,4000000,1259596699,3.1756,0.7939,0.0764,1257.12,1751.92,0.0066
c11s,0,zipf,gim,0.7,100000,8,64,8000000,4154511667,1.9256,0.2407,0.0766,4150.63,5689.37,0.0063
c11s,0,zipf,gim,0.7,100000,16,64,16000000,11508972915,1.3902,0.0869,0.0767,11485.53,14019.92,0.0041
c11s,0,zipf,gim,1,100000,1,64,1000000,115752317,8.6391,8.6391,0.3760,113.14,162.27,0.0000
c11s,0,zipf,gim,1,100000,2,64,2000000,277935465,7.1959,3.5980,0.3737,272.86,387.98,0.0008
c11s,0,zipf,gim,1,100000,4,64,4000000,910099096,4.3951,1.0988,0.3742,907.53,1241.96,0.0068
c11s,0,zipf,gim,1,100000,8,64,8000000,2906156378,2.7528,0.3441,0.3748,2893.59,4155.41,0.0081
c11s,0,zipf,gim,1,100000,16,64,16000000,7998267437,2.0004,0.1250,0.3753,7986.49,10178.60,0.0034
c11s,0,zipf,gim,1.2,100000,1,64,1000000,85693647,11.6695,11.6695,0.6562,83.88,128.47,0.0000
c11s,0,zipf,gim,1.2,100000,2,64,2000000,188037901,10.6362,5.3181,0.6568,183.26,285.98,0.0047
c11s,0,zipf,gim,1.2,100000,4,64,4000000,553423895,7.2277,1.8069,0.6567,548.08,793.95,0.0163
c11s,0,zipf,gim,1.2,100000,8,64,8000000,1761711495,4.5410,0.5676,0.6567,1738.76,2710.32,0.0053
c11s,0,zipf,gim,1.2,100000,16,64,16000000,4895416343,3.2684,0.2043,0.6564,4832.61,7268.76,0.0044
c11s,0,adversarial-hot,gim,1,1,1,64,1000000,12093049,82.6921,82.6921,1.0000,11.94,16.87,0.0000
c11s,0,adversarial-hot,gim,1,1,2,64,2000000,12251422,163.2464,81.6232,1.0000,11.93,17.61,0.0044
c11s,0,adversarial-hot,gim,1,1,4,64,4000000,13722441,291.4933,72.8733,1.0000,11.93,19.35,0.0507
c11s,0,adversarial-hot,gim,1,1,8,64,8000000,21162395,378.0290,47.2536,1.0000,11.93,50.88,0.1847
c11s,0,adversarial-hot,gim,1,1,16,64,16000000,30352511,527.1393,32.9462,1.0000,11.94,52.43,0.2739
c11s,0,uniform,gim,1,100000,1,64,1000000,98904531,10.1108,10.1108,0.0000,97.07,135.36,0.0000
c11s,0,uniform,gim,1,100000,2,64,2000000,294248230,6.7970,3.3985,0.0000,281.90,523.00,0.0321
c11s,0,uniform,gim,1,100000,4,64,4000000,1043566509,3.8330,0.9583,0.0000,1040.89,1462.15,0.0037
c11s,0,uniform,gim,1,100000,8,64,8000000,3299328450,2.4247,0.3031,0.0000,3257.46,4984.11,0.0080
c11s,0,uniform,gim,1,100000,16,64,16000000,10739342639,1.4898,0.0931,0.0000,10709.69,14137.42,0.0023
c13s,0,zipf,read-only,0.7,100000,1,64,1000000,52230629,19.1459,19.1459,0.0729,50.88,76.44,0.0000
c13s,0,zipf,read-only,0.7,100000,2,64,2000000,49009184,40.8087,20.4043,0.0689,47.81,63.05,0.0031
c13s,0,zipf,read-only,0.7,100000,4,64,4000000,52558966,76.1050,19.0262,0.0743,50.76,66.73,0.0089
c13s,0,zipf,read-only,0.7,100000,8,64,8000000,77468608,103.2676,12.9085,0.0741,52.71,142.10,0.1425
c13s,0,zipf,read-only,0.7,100000,16,64,16000000,114291411,139.9930,8.7496,0.0761,85.48,205.74,0.0845
c13s,0,zipf,read-only,1,100000,1,64,1000000,57064900,17.5239,17.5239,0.3706,55.57,82.50,0.0000
c13s,0,zipf,read-only,1,100000,2,64,2000000,55165132,36.2548,18.1274,0.3695,54.49,73.87,0.0015
c13s,0,zipf,read-only,1,100000,4,64,4000000,57595084,69.4504,17.3626,0.3781,55.21,88.11,0.0098
c13s,0,zipf,read-only,1,100000,8,64,8000000,79026153,101.2323,12.6540,0.3784,56.01,125.07,0.1098
c13s,0,zipf,read-only,1,100000,16,64,16000000,112139126,142.6799,8.9175,0.3769,78.74,172.64,0.1111
c13s,0,zipf,read-only,1.2,100000,1,64,1000000,57227770,17.4740,17.4740,0.6607,56.11,94.78,0.0000
c13s,0,zipf,read-only,1.2,100000,2,64,2000000,58108952,34.4181,17.2091,0.6583,56.36,105.25,0.0034
c13s,0,zipf,read-only,1.2,100000,4,64,4000000,58881468,67.9331,16.9833,0.6515,56.17,82.67,0.0165
c13s,0,zipf,read-only,1.2,100000,8,64,8000000,71644386,111.6626,13.9578,0.6598,56.78,133.53,0.0866
c13s,0,zipf,read-only,1.2,100000,16,64,16000000,120188584,133.1241,8.3203,0.6595,75.01,154.19,0.1522
c13s,0,adversarial-hot,read-only,1,1,1,64,1000000,12182994,82.0816,82.0816,1.0000,11.88,20.49,0.0000
c13s,0,adversarial-hot,read-only,1,1,2,64,2000000,12598356,158.7509,79.3754,1.0000,11.93,24.78,0.0036
c13s,0,adversarial-hot,read-only,1,1,4,64,4000000,12286167,325.5694,81.3923,1.0000,11.93,19.44,0.0039
c13s,0,adversarial-hot,read-only,1,1,8,64,8000000,21167694,377.9344,47.2418,1.0000,11.94,41.87,0.1562
c13s,0,adversarial-hot,read-only,1,1,16,64,16000000,25521901,626.9125,39.1820,1.0000,19.85,41.65,0.1695
c13s,0,uniform,read-only,1,100000,1,64,1000000,14350239,69.6853,69.6853,0.0006,14.02,22.37,0.0000
c13s,0,uniform,read-only,1,100000,2,64,2000000,14343810,139.4330,69.7165,0.0006,14.10,20.68,0.0055
c13s,0,uniform,read-only,1,100000,4,64,4000000,14293497,279.8475,69.9619,0.0006,13.97,22.11,0.0031
c13s,0,uniform,read-only,1,100000,8,64,8000000,23895415,334.7923,41.8490,0.0006,14.24,41.62,0.1793
c13s,0,uniform,read-only,1,100000,16,64,16000000,33683982,475.0032,29.6877,0.0006,23.46,41.93,0.1183
c13s,0,zipf,read-heavy,0.7,100000,1,64,1000000,59602026,16.7780,16.7780,0.0701,58.20,80.86,0.0000
c13s,0,zipf,read-heavy,0.7,100000,2,64,2000000,78060100,25.6213,12.8106,0.0738,74.64,131.46,0.0048
c13s,0,zipf,read-heavy,0.7,100000,4,64,4000000,114877832,34.8196,8.7049,0.0737,108.26,213.31,0.0049
c13s,0,zipf,read-heavy,0.7,100000,8,64,8000000,305530805,26.1839,3.2730,0.0721,268.36,790.69,0.0104
c13s,0,zipf,read-heavy,0.7,100000,16,64,16000000,782716401,20.4416,1.2776,0.0743,758.83,1395.78,0.0106
c13s,0,zipf,read-heavy,1,100000,1,64,1000000,63786435,15.6773,15.6773,0.3582,62.09,90.14,0.0000
c13s,0,zipf,read-heavy,1,100000,2,64,2000000,78718621,25.4069,12.7035,0.3544,75.43,124.22,0.0009
c13s,0,zipf,read-heavy,1,100000,4,64,4000000,109619274,36.4899,9.1225,0.3602,102.00,204.99,0.0195
c13s,0,zipf,read-heavy,1,100000,8,64,8000000,247224688,32.3592,4.0449,0.3607,219.77,559.65,0.0079
c13s,0,zipf,read-heavy,1,100000,16,64,16000000,572900579,27.9281,1.7455,0.3583,543.19,1195.38,0.0122
c13s,0,zipf,read-heavy,1.2,100000,1,64,1000000,63596129,15.7242,15.7242,0.6225,62.21,84.11,0.0000
c13s,0,zipf,read-heavy,1.2,100000,2,64,2000000,71823140,27.8462,13.9231,0.6234,69.96,99.86,0.0025
c13s,0,zipf,read-heavy,1.2,100000,4,64,4000000,102349765,39.0817,9.7704,0.6224,93.65,198.24,0.0071
c13s,0,zipf,read-heavy,1.2,100000,8,64,8000000,199645138,40.0711,5.0089,0.6189,178.89,436.62,0.0057
c13s,0,zipf,read-heavy,1.2,100000,16,64,16000000,413985761,38.6487,2.4155,0.6174,379.57,936.98,0.0144
c13s,0,adversarial-hot,read-heavy,1,1,1,64,1000000,12900773,77.5147,77.5147,0.9500,12.71,19.18,0.0000
c13s,0,adversarial-hot,read-heavy,1,1,2,64,2000000,27172610,73.6035,36.8018,0.9182,27.00,36.18,0.0041
c13s,0,adversarial-hot,read-heavy,1,1,4,64,4000000,48439985,82.5764,20.6441,0.8341,47.43,72.88,0.0046
c13s,0,adversarial-hot,read-heavy,1,1,8,64,8000000,114436144,69.9080,8.7385,0.6606,100.38,286.41,0.0262
c13s,0,adversarial-hot,read-heavy,1,1,16,64,16000000,233463101,68.5333,4.2833,0.5710,201.90,621.38,0.0184
c13s,0,uniform,read-heavy,1,100000,1,64,1000000,54552473,18.3310,18.3310,0.0000,54.11,66.33,0.0000
c13s,0,uniform,read-heavy,1,100000,2,64,2000000,156890691,12.7477,6.3739,0.0000,153.46,215.27,0.0005
c13s,0,uniform,read-heavy,1,100000,4,64,4000000,530445481,7.5408,1.8852,0.0000,526.86,849.25,0.0124
c13s,0,uniform,read-heavy,1,100000,8,64,8000000,1240361047,6.4497,0.8062,0.0000,1231.13,1897.22,0.0057
c13s,0,uniform,read-heavy,1,100000,16,64,16000000,2491300172,6.4223,0.4014,0.0000,2472.67,3475.22,0.0035
c13s,0,zipf,gim,0.7,100000,1,64,1000000,184320650,5.4253,5.4253,0.0748,172.21,420.62,0.0000
c13s,0,zipf,gim,0.7,100000,2,64,2000000,511503404,3.9100,1.9550,0.0752,494.97,924.61,0.0123
c13s,0,zipf,gim,0.7,100000,4,64,4000000,1552580098,2.5764,0.6441,0.0762,1454.96,3553.88,0.0046
c13s,0,zipf,gim,0.7,100000,8,64,8000000,4719725699,1.6950,0.2119,0.0771,4601.57,7761.55,0.0086
c13s,0,zipf,gim,0.7,100000,16,64,16000000,13831871918,1.1567,0.0723,0.0767,13438.53,21511.20,0.0033
c13s,0,zipf,gim,1,100000,1,64,1000000,142572512,7.0140,7.0140,0.3760,135.82,260.66,0.0000
c13s,0,zipf,gim,1,100000,2,64,2000000,373955657,5.3482,2.6741,0.3737,359.97,635.19,0.0082
c13s,0,zipf,gim,1,100000,4,64,4000000,1037160149,3.8567,0.9642,0.3772,1010.45,1740.07,0.0106
c13s,0,zipf,gim,1,100000,8,64,8000000,3118759878,2.5651,0.3206,0.3783,3096.62,4466.35,0.0093
c13s,0,zipf,gim,1,100000,16,64,16000000,9272158473,1.7256,0.1078,0.3767,9178.86,12473.33,0.0046
c13s,0,zipf,gim,1.2,100000,1,64,1000000,102923371,9.7160,9.7160,0.6562,98.27,179.72,0.0000
c13s,0,zipf,gim,1.2,100000,2,64,2000000,233531910,8.5641,4.2821,0.6563,223.79,377.25,0.0023
c13s,0,zipf,gim,1.2,100000,4,64,4000000,652350238,6.1317,1.5329,0.6572,632.97,1138.04,0.0023
c13s,0,zipf,gim,1.2,100000,8,64,8000000,1848048963,4.3289,0.5411,0.6582,1819.40,2908.74,0.0102
c13s,0,zipf,gim,1.2,100000,16,64,16000000,5124645002,3.1222,0.1951,0.6583,5070.03,7213.08,0.0053
c13s,0,adversarial-hot,gim,1,1,1,64,1000000,11851044,84.3808,84.3808,1.0000,11.72,15.84,0.0000
c13s,0,adversarial-hot,gim,1,1,2,64,2000000,11933545,167.5948,83.7974,1.0000,11.71,18.69,0.0032
c13s,0,adversarial-hot,gim,1,1,4,64,4000000,12994535,307.8217,76.9554,1.0000,11.71,23.15,0.0386
c13s,0,adversarial-hot,gim,1,1,8,64,8000000,20795068,384.7066,48.0883,1.0000,11.71,40.77,0.1707
c13s,0,adversarial-hot,gim,1,1,16,64,16000000,30564155,523.4890,32.7181,1.0000,11.71,52.83,0.2674
c13s,0,uniform,gim,1,100000,1,64,1000000,807366001,1.2386,1.2386,0.0000,804.40,966.47,0.0000
c13s,0,uniform,gim,1,100000,2,64,2000000,2037213855,0.9817,0.4909,0.0000,2004.58,3139.40,0.0004
c13s,0,uniform,gim,1,100000,4,64,4000000,6159874736,0.6494,0.1623,0.0000,6190.14,7445.91,0.0079
c13s,0,uniform,gim,1,100000,8,64,8000000,16530181175,0.4840,0.0605,0.0000,16513.23,20062.11,0.0031
c13s,0,uniform,gim,1,100000,16,64,16000000,41117943432,0.3891,0.0243,0.0000,41056.75,46291.31,0.0012
c14s,0,zipf,read-only,0.7,100000,1,64,1000000,62079227,16.1084,16.1084,0.0729,59.59,106.93,0.0000
c14s,0,zipf,read-only,0.7,100000,2,64,2000000,60584160,33.0119,16.5060,0.0679,59.02,85.79,0.0037
c14s,0,zipf,read-only,0.7,100000,4,64,4000000,62276764,64.2294,16.0574,0.0724,58.23,89.77,0.0239
c14s,0,zipf,read-only,0.7,100000,8,64,8000000,76861567,104.0832,13.0104,0.0734,57.88,224.65,0.0837
c14s,0,zipf,read-only,0.7,100000,16,64,16000000,151806448,105.3974,6.5873,0.0716,93.15,512.36,0.1303
c14s,0,zipf,read-only,1,100000,1,64,1000000,63463549,15.7571,15.7571,0.3706,62.05,88.99,0.0000
c14s,0,zipf,read-only,1,100000,2,64,2000000,62858927,31.8173,15.9086,0.3772,61.16,80.91,0.0117
c14s,0,zipf,read-only,1,100000,4,64,4000000,62792478,63.7019,15.9255,0.3804,61.13,83.13,0.0083
c14s,0,zipf,read-only,1,100000,8,64,8000000,81459736,98.2080,12.2760,0.3784,60.19,221.15,0.1004
c14s,0,zipf,read-only,1,100000,16,64,16000000,121312664,131.8906,8.2432,0.3769,84.59,308.07,0.0963
c14s,0,zipf,read-only,1.2,100000,1,64,1000000,59783049,16.7271,16.7271,0.6607,58.62,78.95,0.0000
c14s,0,zipf,read-only,1.2,100000,2,64,2000000,60343493,33.1436,16.5718,0.6615,58.76,89.02,0.0014
c14s,0,zipf,read-only,1.2,100000,4,64,4000000,62058579,64.4552,16.1138,0.6515,58.19,88.96,0.0178
c14s,0,zipf,read-only,1.2,100000,8,64,8000000,77329867,103.4529,12.9316,0.6598,59.09,192.25,0.0620
c14s,0,zipf,read-only,1.2,100000,16,64,16000000,106494015,150.2432,9.3902,0.6595,77.92,216.67,0.1031
c14s,0,adversarial-hot,read-only,1,1,1,64,1000000,13859028,72.1551,72.1551,1.0000,13.57,20.52,0.0000
c14s,0,adversarial-hot,read-only,1,1,2,64,2000000,13860728,144.2926,72.1463,1.0000,13.57,20.63,0.0033
c14s,0,adversarial-hot,read-only,1,1,4,64,4000000,14025378,285.1973,71.2993,1.0000,13.57,20.45,0.0086
c14s,0,adversarial-hot,read-only,1,1,8,64,8000000,23341222,342.7413,42.8427,1.0000,13.57,43.23,0.1642
c14s,0,adversarial-hot,read-only,1,1,16,64,16000000,32590155,490.9458,30.6841,1.0000,24.03,72.54,0.1540
c14s,0,uniform,read-only,1,100000,1,64,1000000,17014093,58.7748,58.7748,0.0006,16.50,26.85,0.0000
c14s,0,uniform,read-only,1,100000,2,64,2000000,17693151,113.0381,56.5190,0.0006,17.35,26.05,0.0011
c14s,0,uniform,read-only,1,100000,4,64,4000000,17742505,225.4473,56.3618,0.0006,17.32,25.93,0.0024
c14s,0,uniform,read-only,1,100000,8,64,8000000,30849769,259.3212,32.4152,0.0006,17.52,48.06,0.2065
c14s,0,uniform,read-only,1,100000,16,64,16000000,47127895,339.5017,21.2189,0.0006,31.72,102.58,0.1352
c14s,0,zipf,read-heavy,0.7,100000,1,64,1000000,65483267,15.2711,15.2711,0.0701,63.12,109.17,0.0000
c14s,0,zipf,read-heavy,0.7,100000,2,64,2000000,91429563,21.8748,10.9374,0.0723,84.95,190.59,0.0120
c14s,0,zipf,read-heavy,0.7,100000,4,64,4000000,128588814,31.1069,7.7767,0.0712,115.55,300.83,0.0067
c14s,0,zipf,read-heavy,0.7,100000,8,64,8000000,290030154,27.5833,3.4479,0.0745,251.99,692.96,0.0091
c14s,0,zipf,read-heavy,0.7,100000,16,64,16000000,816435360,19.5974,1.2248,0.0730,767.94,1730.88,0.0134
c14s,0,zipf,read-heavy,1,100000,1,64,1000000,69297870,14.4305,14.4305,0.3582,67.50,106.21,0.0000
c14s,0,zipf,read-heavy,1,100000,2,64,2000000,82334747,24.2911,12.1455,0.3566,79.09,123.23,0.0083
c14s,0,zipf,read-heavy,1,100000,4,64,4000000,121845891,32.8284,8.2071,0.3573,110.98,228.07,0.0073
c14s,0,zipf,read-heavy,1,100000,8,64,8000000,251108066,31.8588,3.9823,0.3597,213.02,620.01,0.0092
c14s,0,zipf,read-heavy,1,100000,16,64,16000000,612872794,26.1066,1.6317,0.3585,579.89,1344.76,0.0152
c14s,0,zipf,read-heavy,1.2,100000,1,64,1000000,64105134,15.5994,15.5994,0.6225,63.08,78.40,0.0000
c14s,0,zipf,read-heavy,1.2,100000,2,64,2000000,77367724,25.8506,12.9253,0.6228,74.37,125.85,0.0047
c14s,0,zipf,read-heavy,1.2,100000,4,64,4000000,104654108,38.2211,9.5553,0.6257,97.85,180.18,0.0039
c14s,0,zipf,read-heavy,1.2,100000,8,64,8000000,224197128,35.6829,4.4604,0.6246,193.43,576.00,0.0086
c14s,0,zipf,read-heavy,1.2,100000,16,64,16000000,422911517,37.8330,2.3646,0.6256,386.33,944.62,0.0143
c14s,0,adversarial-hot,read-heavy,1,1,1,64,1000000,14740259,67.8414,67.8414,0.9500,14.51,21.13,0.0000
c14s,0,adversarial-hot,read-heavy,1,1,2,64,2000000,29670220,67.4077,33.7038,0.9487,29.60,38.97,0.0017
c14s,0,adversarial-hot,read-heavy,1,1,4,64,4000000,52694628,75.9091,18.9773,0.9479,51.91,96.52,0.0031
c14s,0,adversarial-hot,read-heavy,1,1,8,64,8000000,118836326,67.3195,8.4149,0.9397,99.46,355.41,0.0183
c14s,0,adversarial-hot,read-heavy,1,1,16,64,16000000,243645339,65.6692,4.1043,0.9199,201.81,806.90,0.0196
c14s,0,uniform,read-heavy,1,100000,1,64,1000000,56384343,17.7354,17.7354,0.0000,55.72,71.36,0.0000
c14s,0,uniform,read-heavy,1,100000,2,64,2000000,168936072,11.8388,5.9194,0.0000,166.26,227.52,0.0006
c14s,0,uniform,read-heavy,1,100000,4,64,4000000,552831408,7.2355,1.8089,0.0000,550.39,879.33,0.0082
c14s,0,uniform,read-heavy,1,100000,8,64,8000000,1293184878,6.1863,0.7733,0.0000,1281.88,1968.07,0.0102
c14s,0,uniform,read-heavy,1,100000,16,64,16000000,2668200722,5.9966,0.3748,0.0000,2649.94,3774.29,0.0029
c14s,0,zipf,gim,0.7,100000,1,64,1000000,165081194,6.0576,6.0576,0.0748,151.54,414.71,0.0000
c14s,0,zipf,gim,0.7,100000,2,64,2000000,459978858,4.3480,2.1740,0.0762,428.34,973.46,0.0071
c14s,0,zipf,gim,0.7,100000,4,64,4000000,1422105935,2.8127,0.7032,0.0773,1341.47,3042.02,0.0044
c14s,0,zipf,gim,0.7,100000,8,64,8000000,4538014468,1.7629,0.2204,0.0771,4431.57,7754.91,0.0051
c14s,0,zipf,gim,0.7,100000,16,64,16000000,12909884416,1.2394,0.0775,0.0770,12696.12,19177.92,0.0033
c14s,0,zipf,gim,1,100000,1,64,1000000,123297216,8.1105,8.1105,0.3760,116.31,254.65,0.0000
c14s,0,zipf,gim,1,100000,2,64,2000000,340869780,5.8673,2.9337,0.3740,322.70,617.74,0.0461
c14s,0,zipf,gim,1,100000,4,64,4000000,1037494301,3.8554,0.9639,0.3749,991.59,1939.06,0.0143
c14s,0,zipf,gim,1,100000,8,64,8000000,3199571265,2.5003,0.3125,0.3748,3151.11,4838.91,0.0089
c14s,0,zipf,gim,1,100000,16,64,16000000,8946225019,1.7885,0.1118,0.3774,8886.73,11745.73,0.0035
c14s,0,zipf,gim,1.2,100000,1,64,1000000,94128221,10.6238,10.6238,0.6562,89.96,163.78,0.0000
c14s,0,zipf,gim,1.2,100000,2,64,2000000,217648766,9.1891,4.5946,0.6571,209.00,371.95,0.0027
c14s,0,zipf,gim,1.2,100000,4,64,4000000,635955855,6.2897,1.5724,0.6565,615.00,1102.34,0.0032
c14s,0,zipf,gim,1.2,100000,8,64,8000000,1874675782,4.2674,0.5334,0.6577,1835.62,2923.35,0.0082
c14s,0,zipf,gim,1.2,100000,16,64,16000000,5372125986,2.9783,0.1861,0.6577,5289.33,7778.22,0.0041
c14s,0,adversarial-hot,gim,1,1,1,64,1000000,13968739,71.5884,71.5884,1.0000,13.71,21.36,0.0000
c14s,0,adversarial-hot,gim,1,1,2,64,2000000,14083555,142.0096,71.0048,1.0000,13.71,20.49,0.0057
c14s,0,adversarial-hot,gim,1,1,4,64,4000000,16603399,240.9145,60.2286,1.0000,13.71,36.88,0.0703
c14s,0,adversarial-hot,gim,1,1,8,64,8000000,24400323,327.8645,40.9831,1.0000,13.74,43.12,0.1607
c14s,0,adversarial-hot,gim,1,1,16,64,16000000,35253368,453.8573,28.3661,1.0000,24.70,54.85,0.1762
c14s,0,uniform,gim,1,100000,1,64,1000000,805875861,1.2409,1.2409,0.0000,804.11,873.34,0.0000
c14s,0,uniform,gim,1,100000,2,64,2000000,1968341426,1.0161,0.5080,0.0000,1954.90,2808.63,0.0084
c14s,0,uniform,gim,1,100000,4,64,4000000,5829011352,0.6862,0.1716,0.0000,5832.22,7359.34,0.0094
c14s,0,uniform,gim,1,100000,8,64,8000000,15969757808,0.5009,0.0626,0.0000,15957.45,19497.61,0.0069
c14s,0,uniform,gim,1,100000,16,64,16000000,40413478983,0.3959,0.0247,0.0000,40330.18,45694.45,0.0008
